delivery_id,order_id,delivery_city,delivery_region,delivery_status,shipping_company,shipped_date,delivered_date
1345,1345,Meknès,Fès-Meknès,delivered,Amana Express,2026-03-21,2026-03-28
1346,1346,Casablanca,Casablanca-Settat,delayed,Jibli,2025-09-18,2025-09-22
1347,1347,Agadir,Souss-Massa,delivered,Jibli,2025-02-25,2025-02-27
1348,1348,,Casablanca-Settat,delivered,AtlasShip,2025-08-01,2025-08-08
1349,1349,,Tanger-Tétouan-Al Hoceïma,delayed,Barid Logistics,2025-04-26,2025-04-27
1350,1350,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-06-24,2025-06-27
1351,1351,Meknès,Fès-Meknès,livré,Barid Logistics,2025-09-10,2025-09-16
1352,1352,Kénitra,Rabat-Salé-Kénitra,delivered,Jibli,2025-08-08,2025-08-13
1353,1353,Tanger,,delivered,Jibli,2026-03-19,2026-03-26
1354,1354,CASABLANCA,Casablanca-Settat,delivered,AtlasShip,2026-01-26,2026-01-28
1355,1355,Agadir,Souss-Massa,delivered,AtlasShip,2026-03-16,2026-03-19
1356,1356,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-02-17,2025-02-18
1357,1357,Tanger,Tanger-Tétouan-Al Hoceima,delivered,AtlasShip,2026-04-12,2026-04-16
1358,1358,,Oriental,failed,AtlasShip,2025-08-26,2025-08-28
1359,1359,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-09-05,2025-05-11
1360,1360,,,delivered,AtlasShip,2025-08-28,2025-09-05
1361,1361,Rabat,Rabat Sale Kenitra,DELIVERED,Tanger Delivery,2025-01-22,2025-01-29
1362,1362,Tanger,TTA,delivered,AtlasShip,2025-10-23,2025-10-28
1363,1363,Oujda,Oriental,delivered,Tanger Delivery,2025-12-03,2025-12-10
1364,1364,TETOUAN,Tanger Tetouan,livré,Amana Express,2025-03-31,2025-04-06
1365,1365,Fès,Fès-Meknès,delivered,Tanger Delivery,2025-02-24,2025-02-25
1366,1366,Kénitra,Rabat-Salé-Kénitra,delayed,Jibli,2025-01-26,2025-01-29
1367,1367,Tangier,Tanger-Tétouan-Al Hoceïma,livré,AtlasShip,2025-12-10,2025-10-18
1368,1368,rabat,RSK,delivered,Amana Express,2025-08-02,2025-08-06
1369,1369,Marrakech,Marrakech-Safi,delivered,Amana Express,2026-01-01,2025-12-28
1370,1370,Rabat,Rabat-Salé-Kénitra,livré,Amana Express,2025-03-01,2025-03-06
1371,1371,Al Hoceima,Tanger-Tétouan-Al Hoceïma,in_transit,Jibli,2025-04-30,2025-05-08
1372,1372,Casablanca,Casablanca-Settat,KO,Amana Express,2025-02-26,2025-03-06
1373,1373,Rabat,RSK,delivered,Amana Express,2025-06-03,2025-06-06
1374,1374,Nador,Oriental,KO,Amana Express,2025-02-15,2025-02-17
1375,1375,rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,2025-08-11,2025-08-15
1376,1376,Marrakech,Marrakech-Safi,failed,Tanger Delivery,2025-08-20,2025-08-25
1377,1377,Rabat,Rabat Sale Kenitra,in_transit,Tanger Delivery,2026-01-07,2026-01-15
1378,1378,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-01-08,2026-01-10
1379,1379,Kénitra,Rabat-Salé-Kénitra,delayed,Barid Logistics,2025-04-09,2025-04-15
1380,1380,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-08-29,2025-03-09
1381,1381,Casablanca,CASA-SETTAT,delivered,Amana Express,2026-04-23,2026-04-30
1382,1382,CAS,Casablanca-Settat,delivered,Jibli,2025-10-08,2025-10-12
1383,1383,Rabat,Rabat Sale Kenitra,delivered,Barid Logistics,2026-04-07,2026-04-13
1384,1384,Meknès,Fès-Meknès,failed,Tanger Delivery,2026-03-19,
1385,1385,Tanger,Tanger-Tétouan-Al Hoceïma,delayed,AtlasShip,2025-01-09,2025-11-01
1386,1386,Fès,Fès-Meknès,delivered,Jibli,2025-05-19,2025-05-27
1387,1387,Fès,Fès-Meknès,delivered,AtlasShip,2025-08-09,2025-09-10
1388,1388,Tétouan,Tanger Tetouan,in_transit,Amana Express,2026-01-10,2026-01-13
1389,1389,Tanger,Tanger-Tétouan-Al Hoceïma,livré,Barid Logistics,2025-06-30,2025-07-07
1390,1390,Agadir,Souss-Massa,delivered,AtlasShip,2025-12-14,2025-12-15
1391,1391,Marrakech,Marrakech-Safi,delivered,Barid Logistics,2025-07-22,2025-07-28
1392,1392,Oujda,Oriental,delivered,Barid Logistics,2025-09-27,2025-10-02
1393,1393,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-05-30,2025-02-06
1394,1394,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,2025-02-24,2025-02-26
1395,1395,Casablanca,CASA-SETTAT,delivered,Barid Logistics,2025-05-18,2025-05-20
1396,1396,Meknès,Fès-Meknès,delayed,Amana Express,2025-01-05,2025-09-01
1397,1397,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,2025-09-24,2025-09-30
1398,1398,Fès,Fès-Meknès,delayed,AtlasShip,2025-08-14,2025-08-16
1399,1399,Casablanca,Casablanca-Settat,delivered,AtlasShip,2025-08-23,2025-08-26
1400,1400,Oujda,Oriental,delivered,Amana Express,2026-02-23,2026-03-01
1401,1401,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,2026-02-21,2026-03-01
1402,1402,Kénitra,Rabat Sale Kenitra,delivered,Barid Logistics,2025-12-14,2025-12-17
1403,1403,CASABLANCA,CASA-SETTAT,delivered,Barid Logistics,2025-01-12,2025-01-16
1404,1404,Fès,Fès-Meknès,delivered,Barid Logistics,2025-03-29,2025-04-06
1405,1405,CAS,Casablanca-Settat,delivered,Tanger Delivery,2025-06-13,2025-06-19
1406,1406,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-03-24,2026-03-28
1407,1407,Tétouan,TTA,Livré,Tanger Delivery,2026-03-05,2026-03-06
1408,1408,Marrakech,Marrakech-Safi,failed,Amana Express,2025-08-15,
1409,1409,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,2025-06-11,2025-06-17
1410,1410,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-04-12,2025-04-16
1411,1411,Marrakech,Marrakech-Safi,delivered,Barid Logistics,2025-04-29,2025-05-01
1412,1412,Agadir,Souss-Massa,livré,Amana Express,2025-10-04,2025-10-07
1413,1413,Agadir,Souss-Massa,delivered,AtlasShip,2025-02-09,2025-09-03
1414,1414,Rabat,Rabat-Salé-Kénitra,in_transit,Tanger Delivery,2025-03-07,2025-07-11
1415,1415,Oujda,Oriental,delivered,Amana Express,2026-02-21,2026-02-25
1416,1416,Tnja,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-10-20,2025-10-28
1417,1417,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-07-01,2025-03-07
1418,1418,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,2025-11-25,2025-11-30
1419,1419,,Casablanca-Settat,DELIVERED,Barid Logistics,2025-09-13,2025-09-16
1420,1420,RABAT,Rabat-Salé-Kénitra,delayed,Tanger Delivery,2025-06-15,2025-06-19
1421,1421,Meknès,Fes Meknes,delivered,Jibli,2026-01-24,2026-01-29
1422,1422,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-04-07,2025-04-08
1423,1423,Tanger,Tanger-Tétouan-Al Hoceïma,Livré,Barid Logistics,2025-10-08,2025-08-13
1424,1424,,Oriental,delivered,AtlasShip,2025-07-24,2025-07-27
1425,1425,Marrakech,Marrakech-Safi,delayed,Tanger Delivery,2025-11-24,2025-11-30
1426,1426,Tnja,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-05-09,2025-09-08
1427,1427,Oujda,Oriental,failed,Tanger Delivery,2025-12-13,2025-12-16
1428,1428,Marrakech,Marrakech-Safi,Livré,Amana Express,2026-03-19,2026-03-21
1429,1429,Rabat,RSK,delivered,Jibli,2025-01-02,2025-01-08
1430,1430,RABAT,Rabat-Salé-Kénitra,delivered,Barid Logistics,2025-11-30,2025-07-12
1431,1431,Rabat,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2025-11-18,2025-11-21
1432,1432,Agadir,Souss-Massa,delivered,AtlasShip,2026-05-10,2026-03-05
1433,1433,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-10-26,2025-02-11
1434,1434,Casablanca,Casablanca-Settat,livré,AtlasShip,2026-03-02,2026-03-04
1435,1435,Casablanca,Casablanca-Settat,delayed,Jibli,2026-03-23,2026-03-26
1436,1436,Marrakech,Marrakech-Safi,delivered,Amana Express,2025-12-20,2025-12-21
1437,1437,Rabat,,delivered,Amana Express,2025-12-13,2025-12-18
1438,1438,Agadir,Souss-Massa,delivered,Barid Logistics,2025-11-14,2025-11-15
1439,1439,Agadir,Souss-Massa,livré,Jibli,2025-11-10,2025-10-16
1440,1440,CAS,Casablanca-Settat,in_transit,Jibli,2025-12-03,2025-12-04
1441,1441,rabat,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2026-02-12,2026-02-13
1442,1442,Tnja,Tanger-Tétouan-Al Hoceïma,in_transit,Tanger Delivery,2026-03-05,2026-05-04
1443,1443,Agadir,Souss-Massa,delivered,Jibli,2025-11-29,2025-12-03
1444,1444,rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,2025-08-25,2025-09-01
1445,1445,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-06-15,2025-06-22
1446,1446,CASABLANCA,Casablanca-Settat,delivered,Amana Express,2026-05-09,2026-05-17
1447,1447,Kénitra,Rabat-Salé-Kénitra,in_transit,Barid Logistics,2025-10-26,2025-10-30
1448,1448,Tanger,Tanger-Tétouan-Al Hoceïma,livré,Amana Express,2025-05-10,2025-11-05
1449,1449,Marrakech,Marrakech-Safi,delivered,Barid Logistics,2025-12-01,2025-12-05
1450,1450,Al Hoceima,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-12-03,2025-03-14
1451,1451,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-07-01,2025-05-07
1452,1452,Tanger,Tanger-Tétouan-Al Hoceima,KO,Barid Logistics,2025-01-29,2025-01-23
1453,1453,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-08-20,2025-08-26
1454,1454,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,2025-09-28,2025-09-30
1455,1455,Oujda,Oriental,delayed,Barid Logistics,2025-06-25,2025-07-02
1456,1456,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,2026-02-01,2026-02-04
1457,1457,casa,Casa Settat,KO,Barid Logistics,2025-03-07,2025-03-14
1458,1458,Tanger,Tanger-Tétouan-Al Hoceïma,KO,AtlasShip,2025-06-25,2025-06-29
1459,1459,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-03-27,2025-03-31
1460,1460,Tétouan,Tanger-Tétouan-Al Hoceima,delivered,Amana Express,2025-12-22,2025-12-24
1461,1461,Oujda,Oriental,delivered,Barid Logistics,2025-03-18,2025-03-22
1462,1462,Nador,Oriental,delivered,Jibli,2025-11-06,2025-11-13
1463,1463,Agadir,Souss-Massa,delivered,AtlasShip,2025-08-18,2025-08-22
1464,1464,Oujda,Oriental,delivered,Tanger Delivery,2026-01-01,2026-01-09
1465,1465,TETOUAN,Tanger-Tétouan-Al Hoceïma,delayed,Barid Logistics,2025-11-27,2025-12-04
1466,1466,,Casablanca-Settat,livré,Barid Logistics,2025-04-11,2025-04-18
1467,1467,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-05-23,2025-05-24
1468,1468,Kénitra,Rabat-Salé-Kénitra,livré,Jibli,2025-10-06,2025-09-10
1469,1469,Tanger,Tanger-Tétouan-Al Hoceima,delivered,AtlasShip,2025-09-30,2025-10-01
1470,1470,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-08-24,2025-08-28
1471,1471,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-03-22,2025-03-25
1472,1472,Oujda,Oriental,delayed,Amana Express,2025-10-13,2025-10-21
1473,1473,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-07-27,2025-08-02
1474,1474,Fès,Fès-Meknès,delivered,Amana Express,2025-11-23,2025-11-29
1475,1475,Tanger,Tanger-Tétouan-Al Hoceima,delivered,Jibli,2025-11-07,2025-11-15
1476,1476,Tanger,,failed,Barid Logistics,2026-01-22,
1477,1477,Fès,Fès-Meknès,delayed,AtlasShip,2025-05-26,2025-03-06
1478,1478,tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-06-01,2025-06-03
1479,1479,Casablanca,Casa Settat,delivered,Amana Express,2025-10-22,2025-10-30
1480,1480,casa,Casablanca-Settat,delivered,Jibli,2025-10-22,2025-10-27
1481,1481,Agadir,Souss-Massa,failed,AtlasShip,2025-12-31,2026-01-06
1482,1482,Fès,,failed,Jibli,2025-07-21,
1483,1483,Fès,Fès-Meknès,in_transit,AtlasShip,2026-05-11,2026-05-16
1484,1484,Tanger,,in_transit,Amana Express,2026-02-17,2026-02-19
1485,1485,Rabat,Rabat Sale Kenitra,livré,Barid Logistics,2026-04-17,2026-04-20
1486,1486,Kénitra,Rabat-Salé-Kénitra,delivered,Barid Logistics,2026-01-09,2026-01-16
1487,1487,Rabat,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2026-01-06,2026-01-12
1488,1488,TETOUAN,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-02-19,2025-02-25
1489,1489,Marrakech,Marrakech-Safi,delivered,Jibli,2026-01-21,2026-01-26
1490,1490,rabat,RSK,delivered,Jibli,2026-01-24,2026-01-25
1491,1491,Rabat,,delayed,Jibli,2026-02-28,2026-03-02
1492,1492,Oujda,Oriental,delivered,Barid Logistics,2025-12-10,2025-12-14
1493,1493,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-04-16,2025-04-17
1494,1494,Agadir,Souss-Massa,in_transit,AtlasShip,2026-05-17,2026-05-25
1495,1495,Casablanca,CASA-SETTAT,failed,Barid Logistics,2026-05-10,2026-05-16
1496,1496,Tangier,Tanger-Tétouan-Al Hoceima,delivered,Barid Logistics,2025-05-21,2025-05-26
1497,1497,Tétouan,Tanger-Tétouan-Al Hoceïma,Livré,Jibli,2025-04-27,2025-04-30
1498,1498,Agadir,Souss-Massa,delivered,Barid Logistics,2025-03-18,2025-03-23
1499,1499,CAS,Casablanca-Settat,delivered,AtlasShip,2025-05-12,2025-12-06
1500,1500,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,2025-09-26,2025-10-02
1501,1501,Casablanca,Casablanca-Settat,delivered,AtlasShip,2025-02-19,2025-02-26
1502,1502,RABAT,Rabat Sale Kenitra,delayed,Jibli,2026-03-21,2026-03-28
1503,1503,Casablanca,Casa Settat,delivered,Tanger Delivery,2026-02-24,2026-03-01
1504,1504,Nador,Oriental,delivered,Tanger Delivery,2025-03-17,2025-03-21
1505,1505,Oujda,Oriental,delayed,Amana Express,2025-03-28,2025-03-30
1506,1506,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,2025-06-07,2025-06-13
1507,1507,Marrakech,Marrakech-Safi,delivered,Barid Logistics,2025-03-18,2025-03-24
1508,1508,Casablanca,Casablanca-Settat,failed,Tanger Delivery,2025-05-21,2025-05-23
1509,1509,Tetouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-05-30,2025-06-06
1510,1510,Marrakech,Marrakech-Safi,delivered,Jibli,2025-12-09,2025-12-14
1511,1511,,Oriental,delayed,AtlasShip,2026-03-26,2026-03-30
1512,1512,Fès,Fes Meknes,Livré,Amana Express,2025-12-30,2026-01-01
1513,1513,Tanger,TTA,delivered,Barid Logistics,2025-05-20,2025-05-21
1514,1514,Fès,Fès-Meknès,delivered,Amana Express,2025-07-10,2025-07-14
1515,1515,Tétouan,TTA,KO,Amana Express,2025-07-29,2025-08-02
1516,1516,TNG,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2026-04-27,2026-04-05
1517,1517,Oujda,Oriental,delivered,AtlasShip,2025-03-26,2025-04-01
1518,1518,Agadir,Souss-Massa,KO,Amana Express,2026-04-01,2026-04-06
1519,1519,Agadir,Souss-Massa,delivered,Barid Logistics,2025-03-14,2025-03-17
1520,1520,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-01-16,2025-01-21
1521,1521,Fès,Fès-Meknès,delivered,AtlasShip,2025-05-30,2025-06-07
1522,1522,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2026-04-06,2026-04-13
1523,1523,Oujda,Oriental,delivered,Amana Express,2025-05-16,2025-05-17
1524,1524,Rabat,Rabat-Salé-Kénitra,in_transit,Tanger Delivery,2026-03-17,2026-03-24
1525,1525,Tnja,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-09-09,2025-09-13
1526,1526,RABAT,Rabat-Salé-Kénitra,delivered,AtlasShip,2026-01-18,2026-01-23
1527,1527,Oujda,Oriental,delivered,Barid Logistics,2025-10-29,2025-10-30
1528,1528,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,2025-12-03,2025-12-06
1529,1529,Tetouan,Tanger-Tétouan-Al Hoceïma,in_transit,Amana Express,2025-08-12,2025-08-20
1530,1530,Casablanca,Casa Settat,delayed,AtlasShip,2026-05-11,2026-05-15
1531,1531,TNG,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-12-20,2025-12-22
1532,1532,CAS,Casablanca-Settat,delivered,Jibli,2026-02-17,2026-02-23
1533,1533,Fès,Fès-Meknès,delivered,Amana Express,2025-05-26,2025-05-29
1534,1534,CAS,Casablanca-Settat,delivered,AtlasShip,2025-01-07,2025-07-03
1535,1535,Tanger,Tanger-Tétouan-Al Hoceima,delivered,Tanger Delivery,2026-05-13,2026-05-19
1536,1536,Tétouan,Tanger-Tétouan-Al Hoceïma,delayed,Tanger Delivery,2026-03-04,2026-04-09
1537,1537,Kénitra,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2025-06-01,2025-06-02
1538,1538,Kénitra,Rabat-Salé-Kénitra,in_transit,AtlasShip,2025-12-24,2025-12-27
1539,1539,Kénitra,Rabat-Salé-Kénitra,delivered,Barid Logistics,2025-04-27,2025-01-05
1540,1540,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,2026-04-22,2026-04-27
1541,1541,Fès,Fès-Meknès,delivered,Jibli,2025-11-15,2025-11-18
1542,1542,Rabat,Rabat Sale Kenitra,failed,Barid Logistics,2026-05-16,2026-05-21
1543,1543,Meknès,Fès-Meknès,delivered,Tanger Delivery,2025-09-23,2025-09-29
1544,1544,Kénitra,Rabat-Salé-Kénitra,failed,Tanger Delivery,2026-03-27,2026-04-03
1545,1545,Tanger,Tanger-Tétouan-Al Hoceïma,in_transit,Barid Logistics,2025-01-10,2025-01-16
1546,1546,Marrakech,Marrakech-Safi,in_transit,Amana Express,2026-04-21,2026-04-22
1547,1547,Agadir,Souss-Massa,delivered,Jibli,2026-03-21,2026-03-29
1548,1548,Fès,Fès-Meknès,delivered,Amana Express,2026-04-10,2026-04-15
1549,1549,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,2025-03-31,2025-04-02
1550,1550,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-11-23,2025-11-30
1551,1551,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-04-28,2026-05-05
1552,1552,Agadir,Souss-Massa,Livré,Jibli,2026-04-19,2026-04-21
1553,1553,Oujda,Oriental,in_transit,AtlasShip,2025-06-08,2025-09-06
1554,1554,Casablanca,Casablanca-Settat,delivered,AtlasShip,2026-03-15,2026-03-19
1555,1555,,Casa Settat,delivered,AtlasShip,2025-07-09,2025-07-15
1556,1556,CASABLANCA,Casa Settat,in_transit,Amana Express,2025-09-30,2025-10-04
1557,1557,RABAT,Rabat-Salé-Kénitra,delivered,Barid Logistics,2026-03-28,2026-03-30
1558,1558,Agadir,Souss-Massa,delayed,Barid Logistics,2025-04-18,2025-04-20
1559,1559,RABAT,Rabat-Salé-Kénitra,delivered,AtlasShip,2025-03-21,2025-03-28
1560,1560,Agadir,Souss-Massa,delivered,Barid Logistics,2025-04-01,2025-01-10
1561,1561,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,2025-12-10,2025-12-17
1562,1562,rabat,Rabat Sale Kenitra,livré,AtlasShip,2025-09-04,2025-09-06
1563,1563,Fès,Fès-Meknès,KO,Amana Express,2025-08-07,2025-10-08
1564,1564,Oujda,Oriental,failed,Amana Express,2026-04-26,
1565,1565,Marrakech,Marrakech-Safi,livré,Jibli,2025-03-01,2025-02-26
1566,1566,Marrakech,Marrakech-Safi,livré,Barid Logistics,2025-08-04,2025-08-07
1567,1567,Marrakech,Marrakech-Safi,in_transit,Jibli,2025-01-12,2025-01-18
1568,1568,TANGER,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-11-08,2025-11-14
1569,1569,TANGER,Tanger-Tétouan-Al Hoceïma,Livré,Tanger Delivery,2025-04-02,2025-02-11
1570,1570,Agadir,Souss-Massa,delivered,Amana Express,2025-11-06,2025-11-08
1571,1571,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-02-03,2025-04-02
1572,1572,Tanger,Tanger-Tétouan-Al Hoceima,delayed,Barid Logistics,2026-04-07,2026-04-14
1573,1573,CASABLANCA,Casa Settat,in_transit,Barid Logistics,2025-09-23,2025-09-28
1574,1574,CAS,Casablanca-Settat,delivered,AtlasShip,2025-09-11,2025-09-15
1575,1575,Casablanca,Casablanca-Settat,failed,Amana Express,2025-09-25,2025-09-27
1576,1576,Tanger,Tanger-Tétouan-Al Hoceima,delivered,Barid Logistics,2026-04-14,2026-04-19
1577,1577,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,2025-12-11,2025-12-12
1578,1578,Casablanca,Casablanca-Settat,livré,Jibli,2025-11-06,2025-11-07
1579,1579,Oujda,Oriental,delivered,AtlasShip,2025-11-23,2025-11-25
1580,1580,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-09-19,2025-09-26
1581,1581,Agadir,Souss-Massa,livré,Barid Logistics,2025-03-24,2025-03-25
1582,1582,Casablanca,Casa Settat,delayed,Tanger Delivery,2026-07-03,2026-03-09
1583,1583,Tetouan,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-06-08,2025-06-11
1584,1584,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-08-08,2025-08-14
1585,1585,Meknès,Fès-Meknès,delivered,Tanger Delivery,2026-02-02,2026-02-06
1586,1586,,Fès-Meknès,delivered,Amana Express,2026-01-24,2026-01-25
1587,1587,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2026-02-27,2026-03-01
1588,1588,Tetouan,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-07-12,2025-12-14
1589,1589,Fès,Fès-Meknès,delivered,AtlasShip,2025-12-12,2025-12-17
1590,1590,Casablanca,Casablanca-Settat,Livré,Barid Logistics,2025-07-14,2025-07-22
1591,1591,Agadir,Souss-Massa,delivered,Barid Logistics,2025-05-17,2025-05-20
1592,1592,Meknès,Fès-Meknès,delivered,AtlasShip,2025-10-07,2025-07-13
1593,1593,Meknès,Fès-Meknès,failed,Barid Logistics,2025-06-20,2025-06-27
1594,1594,Fès,Fès-Meknès,delivered,Amana Express,2026-02-27,2026-03-06
1595,1595,Tanger,Tanger-Tétouan-Al Hoceïma,delayed,Amana Express,2025-03-22,2025-03-23
1596,1596,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-01-10,2025-01-12
1597,1597,Oujda,Oriental,delivered,AtlasShip,2025-07-17,2025-07-19
1598,1598,AL HOCEIMA,Tanger Tetouan,delivered,AtlasShip,2026-04-19,2026-04-21
1599,1599,Casablanca,Casablanca-Settat,delivered,Jibli,2026-04-14,2026-04-21
1600,1600,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,2025-03-08,2025-03-15
1601,1601,Meknès,Fès-Meknès,delivered,AtlasShip,2025-10-30,2025-11-05
1602,1602,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,2025-11-19,2025-11-20
1603,1603,Tanger,Tanger Tetouan,delivered,AtlasShip,2025-01-27,2025-01-28
1604,1604,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,2025-09-04,2025-09-05
1605,1605,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,2025-10-04,2025-10-08
1606,1606,Casablanca,Casablanca-Settat,delivered,Amana Express,2025-09-10,2025-09-18
1607,1607,Kénitra,RSK,delivered,Barid Logistics,2025-04-24,2025-04-29
1608,1608,Casablanca,Casablanca-Settat,delivered,Barid Logistics,2025-12-17,2025-12-21
1609,1609,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-09-06,2025-09-14
1610,1610,Casablanca,Casablanca-Settat,failed,Barid Logistics,2025-04-30,
1611,1611,CASABLANCA,Casablanca-Settat,delayed,Barid Logistics,2025-03-04,2025-03-06
1612,1612,Oujda,Oriental,delivered,Jibli,2025-02-10,2025-10-06
1613,1613,Fès,Fès-Meknès,delivered,AtlasShip,2026-01-29,2026-02-06
1614,1614,CASABLANCA,Casablanca-Settat,delayed,AtlasShip,2026-11-05,2026-05-17
1615,1615,,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-07-23,2025-07-25
1616,1616,Marrakech,Marrakech-Safi,livré,Jibli,2026-01-17,2026-01-25
1617,1617,Marrakech,Marrakech-Safi,delayed,Jibli,2025-02-21,2025-02-25
1618,1618,Kénitra,Rabat-Salé-Kénitra,KO,Tanger Delivery,2025-05-30,2025-06-03
1619,1619,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-10-16,2025-10-19
1620,1620,Agadir,Souss-Massa,delivered,AtlasShip,2025-12-09,2025-12-12
1621,1621,Tanger,,delivered,Barid Logistics,2026-01-28,2026-02-01
1622,1622,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-06-09,2025-11-06
1623,1623,Casablanca,Casablanca-Settat,delivered,Amana Express,2025-11-14,2025-11-20
1624,1624,Casablanca,,delivered,Amana Express,2025-09-02,2025-09-09
1625,1625,Agadir,Souss-Massa,in_transit,Jibli,2025-05-06,2025-05-08
1626,1626,Rabat,RSK,delivered,Amana Express,2025-03-12,2025-03-20
1627,1627,Al Hoceima,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-08-22,2025-08-28
1628,1628,Marrakech,Marrakech-Safi,delivered,Barid Logistics,2025-11-18,2025-11-19
1629,1629,,Souss-Massa,delivered,Tanger Delivery,2025-04-22,2025-04-28
1630,1630,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,2025-06-28,2025-07-03
1631,1631,CASABLANCA,Casa Settat,KO,Tanger Delivery,2025-02-19,2025-02-24
1632,1632,Oujda,Oriental,delivered,Jibli,2025-10-14,2025-10-17
1633,1633,Agadir,Souss-Massa,delivered,Jibli,2026-02-25,2026-03-03
1634,1634,Fès,Fès-Meknès,in_transit,Barid Logistics,2026-07-05,2026-05-10
1635,1635,TNG,Tanger-Tétouan-Al Hoceima,in_transit,Barid Logistics,2025-10-27,2025-11-04
1636,1636,Oujda,Oriental,delivered,Jibli,2025-09-25,2025-09-28
