product_id,product_name,category,sub_category,brand,supplier,price,created_at
266,TanjaStyle Traditional Clothes 266,Fashion,Traditional Clothes,TanjaStyle,Tanger Supply,2009.77,2024-10-22
267,AtlasGourmet Dates 267,Food,Dates,AgriMaroc,Maroc Distribution,84.68,2024-01-14
268,AtlasGourmet Olive Oil 268,Food,Olive Oil,RifBio,MediSupplier,443.20,2025-06-16
269,AgriMaroc Tea 269,Food,Tea,AgriMaroc,Maroc Distribution,30.97,2024-01-25
270,RifBio Spices 270,Food,Spices,AtlasGourmet,Atlas Wholesale,112.03,2025-05-09
271,SaharaTaste Biscuits 271,Food,Biscuits,RifBio,Maroc Distribution,80.72,2024-11-20
272,AtlasGourmet Canned Food 272,Food,Canned Food,AtlasGourmet,Atlas Wholesale,30.73,2025-05-24
273,CasaMobile Smartphones 273,Electronics,Smartphones,DigiNord,Atlas Wholesale,5345.14,2024-10-19
274,AtlasTech Laptops 274,Electronics,Laptops,DigiNord,Maroc Distribution,8830.42,2025-07-20
275,MedConnect Headphones 275,Electronics,Headphones,AtlasTech,Atlas Wholesale,1571.67,2025-08-30
276,CasaMobile Smart Watches 276,Electronics,Smart Watches,MedConnect,Tanger Supply,4224.36,2025-12-10
277,MedConnect Accessories 277,Electronics,Accessories,MedConnect,Atlas Wholesale,280.07,2025-04-22
278,Nakhil Shoes 278,Fashion,Shoes,MedinaWear,MediSupplier,1505.06,2024-08-11
279,TanjaStyle T-Shirts 279,Fashion,T-Shirts,TanjaStyle,Atlas Wholesale,361.32,2024-03-01
280,UrbanSouk Jackets 280,Fashion,Jackets,UrbanSouk,Atlas Wholesale,449.48,2024-04-09
281,TanjaStyle Bags 281,Fashion,Bags,UrbanSouk,Atlas Wholesale,612.47,2025-08-29
282,MedinaWear Traditional Clothes 282,Fashion,Traditional Clothes,MedinaWear,Tanger Supply,1794.57,2024-08-21
283,RifBio Dates 283,Food,Dates,AtlasGourmet,Atlas Wholesale,209.52,2024-03-02
284,AgriMaroc Olive Oil 284,Food,Olive Oil,AgriMaroc,Tanger Supply,110.94,2025-03-16
285,AgriMaroc Tea 285,Food,Tea,SaharaTaste,Atlas Wholesale,156.26,2024-05-06
286,AtlasGourmet Spices 286,Food,Spices,RifBio,Maroc Distribution,65.62,2025-01-12
287,SaharaTaste Biscuits 287,Food,Biscuits,AtlasGourmet,MediSupplier,61.58,2025-10-27
288,SaharaTaste Canned Food 288,Food,Canned Food,AtlasGourmet,MediSupplier,109.74,2025-11-15
289,AtlasTech Smartphones 289,Electronics,Smartphones,AtlasTech,MediSupplier,3651.60,2024-08-24
290,AtlasTech Laptops 290,Electronics,Laptops,AtlasTech,Tanger Supply,12615.85,2026-01-10
291,CasaMobile Headphones 291,Electronics,Headphones,MedConnect,Atlas Wholesale,2144.30,2024-05-16
292,MedConnect Smart Watches 292,Electronics,Smart Watches,AtlasTech,MediSupplier,1337.38,2025-05-20
293,AtlasTech Accessories 293,Electronics,Accessories,AtlasTech,Tanger Supply,138.81,2025-07-13
294,TanjaStyle Shoes 294,Fashion,Shoes,UrbanSouk,Atlas Wholesale,1042.83,2024-11-20
295,Nakhil T-Shirts 295,Fashion,T-Shirts,UrbanSouk,Tanger Supply,336.13,2025-03-01
296,TanjaStyle Jackets 296,Fashion,Jackets,UrbanSouk,Maroc Distribution,334.73,2024-03-08
297,TanjaStyle Bags 297,Fashion,Bags,UrbanSouk,Tanger Supply,187.65,2024-07-14
298,TanjaStyle Traditional Clothes 298,Fashion,Traditional Clothes,MedinaWear,Atlas Wholesale,295.61,2024-02-02
299,RifBio Dates 299,Food,Dates,AgriMaroc,Maroc Distribution,224.62,2025-08-11
300,AgriMaroc Olive Oil 300,Food,Olive Oil,RifBio,Atlas Wholesale,73.18,2025-07-03
