order_id,customer_id,order_date,order_status,total_amount
1227,739,2025-09-27,OK,4005.40
1228,543,2025-06-10,completed,670.51
1229,802,2026-01-15,completed,21580.79
1230,131,2026-01-17,completed,263.48
1231,104,2025-02-01,completed,0.00
1232,48,2025-11-30,completed,14092.72
1233,191,2025-04-25,OK,7518.36
1234,812,2025-11-21,completed,47249.87
1235,162,2025-03-08,completed,326.95
1236,65,2025-11-22,done,1506.11
1237,716,2026-05-06,completed,370.90
1238,414,2026-03-03,pending,9501.93
1239,347,2025-06-30,completed,198.31
1240,977,2026-04-28,completed,182.79
1241,369,2025-05-17,completed,4008.34
1242,40,2026-03-14,pending,325.47
1243,229,2026-04-28,pending,5403.13
1244,784,2025-07-10,return,5155.05
1245,376,2025-09-04,completed,5717.81
1246,44,2025-08-01,completed,644.18
1247,97,2025-09-12,completed,11952.51
1248,887,2025-04-24,done,17644.36
1249,230,2026-04-04,completed,561.10
1250,424,2025-04-30,pending,367.71
1251,391,2025-10-11,return,481.95
1252,56,2025-08-13,pending,153.65
1253,823,2025-04-17,cancelled,0.00
1254,523,2026-03-26,pending,3044.57
1255,694,2025-03-16,completed,79281.50
1256,835,2025-11-29,completed,2206.56
1257,3,2026-06-02,Annulé,1988.92
1258,780,2025-07-13,returned,6550.18
1259,442,2025-10-16,return,4323.82
1260,158,2026-01-28,returned,20026.54
1261,16,2026-02-10,cancelled,0.00
1262,914,2025-01-24,cancelled,0.00
1263,764,2026-01-30,completed,326.00
1264,89,2025-08-07,completed,69114.52
1265,923,2025-09-27,completed,2505.70
1266,232,2026-03-19,cancel,0.00
1267,749,2026-10-03,completed,1579.94
1268,702,2025-08-16,cancelled,0.00
1269,595,2026-03-19,done,5421.67
1270,209,2025-01-22,completed,1914.72
1271,302,2026-05-18,completed,8335.62
1272,58,2025-08-08,completed,5697.65
1273,891,2026-03-15,returned,766.81
1274,851,2025-06-10,OK,15835.61
1275,398,2025-12-29,pending,11040.97
1276,347,2025-01-19,completed,3916.16
1277,787,2025-11-27,completed,38304.40
1278,373,2025-07-26,completed,892.70
1279,449,2025-11-22,done,133.90
1280,796,2025-11-21,completed,74632.83
1281,377,2025-09-12,pending,66863.95
1282,227,2026-05-02,completed,146.62
1283,211,2026-05-03,completed,534.81
1284,172,2025-03-05,completed,101656.10
1285,695,2025-04-30,returned,26620.28
1286,935,2025-03-04,completed,2100.89
1287,399,2025-11-18,pending,4206.12
1288,265,2025-03-29,completed,51733.56
1289,300,2025-04-21,completed,19074.44
1290,496,2025-01-24,completed,17598.98
1291,688,2025-12-12,returned,4676.37
1292,47,2025-12-04,pending,255.35
1293,135,2025-09-01,completed,675.22
1294,491,2025-10-18,completed,9513.50
1295,177,2025-09-01,completed,89.27
1296,595,2025-05-04,completed,7208.85
1297,174,2025-01-11,cancelled,0.00
1298,666,2025-03-25,returned,65.82
1299,610,2025-10-04,completed,32213.67
1300,662,2026-04-28,completed,4424.71
1301,621,2026-11-04,completed,1497.41
1302,145,2026-04-08,completed,11991.19
1303,992,2025-01-26,pending,134.48
1304,970,2025-12-19,returned,664.02
1305,483,2025-05-16,cancelled,0.00
1306,246,2025-11-15,completed,4360.40
1307,400,2025-11-15,completed,1247.06
1308,914,2026-04-13,completed,66.11
1309,374,2025-02-20,completed,10765.45
1310,701,2025-08-16,returned,70.94
1311,564,2025-01-09,cancelled,0.00
1312,148,2025-04-28,completed,7033.07
1313,273,2025-08-03,completed,0.00
1314,982,2025-05-15,completed,10758.85
1315,706,2025-04-17,completed,67.34
1316,947,2026-01-10,completed,5016.52
1317,941,2026-01-30,completed,1077.15
1318,699,2025-09-16,completed,3087.64
1319,230,2025-03-31,returned,3322.60
1320,584,2025-05-05,completed,6340.64
1321,142,2026-02-04,completed,1777.18
1322,367,2026-02-02,completed,33819.02
1323,868,2026-05-01,completed,29679.77
1324,536,2025-05-22,returned,605.01
1325,529,2026-02-10,completed,5160.93
1326,550,2025-08-09,completed,22815.35
1327,789,2026-04-23,completed,4880.48
1328,430,2025-11-24,done,7464.17
1329,164,2025-08-10,pending,244.53
1330,18,2025-10-23,completed,2310.03
1331,699,2026-04-28,completed,139.89
1332,78,2026-01-07,cancelled,0.00
1333,548,2025-02-02,cancelled,0.00
1334,960,2026-01-05,returned,10208.25
1335,385,2025-03-21,completed,41085.16
1336,18,2025-01-08,completed,1575.18
1337,135,2025-01-15,DONE,5588.98
1338,605,2025-07-21,completed,1572.23
1339,696,2025-03-08,completed,666.83
1340,45,2025-02-12,completed,45808.84
1341,291,2026-01-05,cancelled,0.00
1342,972,2026-05-17,completed,7047.26
1343,245,2025-01-18,completed,3813.90
1344,57,2025-12-19,completed,6028.33
1345,452,2026-03-21,completed,908.94
1346,779,2025-09-18,OK,3072.20
1347,783,2025-02-23,completed,1767.19
1348,391,2025-08-01,returned,7711.41
1349,515,2025-04-25,completed,3735.21
1350,708,2025-06-23,completed,9682.06
1351,310,2025-09-09,pending,7716.30
1352,551,2025-08-07,returned,228.91
1353,227,2026-03-16,completed,7943.52
1354,695,2026-01-26,completed,38571.64
1355,739,2026-03-16,completed,4327.82
1356,678,2025-02-15,completed,533.38
1357,335,2026-04-10,DONE,196.96
1358,511,2025-08-23,done,3873.23
1359,263,2025-05-08,completed,2344.18
1360,395,2025-08-26,completed,2065.07
1361,742,2025-01-22,completed,2947.40
1362,385,2025-10-21,done,994.13
1363,862,2025-12-02,completed,196.34
1364,930,2025-03-30,completed,1703.46
1365,635,2025-02-24,completed,750.18
1366,110,2025-01-25,pending,4395.52
1367,877,2025-10-11,Annulé,15609.65
1368,911,2025-07-31,ok,6620.22
1369,117,2025-12-31,completed,2381.17
1370,194,2025-02-27,ok,5345.31
1371,628,2025-04-28,completed,1777.70
1372,875,2025-02-25,completed,48984.40
1373,573,2025-06-02,completed,2515.07
1374,250,2025-02-15,pending,1055.84
1375,256,2025-08-11,completed,23.47
1376,901,2025-08-17,pending,46413.97
1377,610,2026-01-06,completed,1920.82
1378,477,2026-01-07,completed,10796.24
1379,185,2025-04-06,completed,27147.39
1380,309,2025-08-26,return,974.52
1381,485,2026-04-21,pending,5190.22
1382,16,2025-10-06,completed,4485.56
1383,592,2026-04-06,completed,1970.99
1384,822,2026-03-17,cancelled,0.00
1385,273,2025-01-09,DONE,48269.06
1386,801,2025-05-19,completed,7943.00
1387,704,2025-09-07,completed,3509.22
1388,160,2026-01-08,completed,1470.82
1389,823,2025-06-29,completed,4187.97
1390,495,2025-12-12,completed,42867.48
1391,523,2025-07-20,Annulé,19462.27
1392,639,2025-09-25,return,755.37
1393,50,2025-05-29,completed,5617.49
1394,771,2025-02-21,pending,6760.52
1395,661,2025-05-16,completed,57696.92
1396,455,2025-01-02,cancelled,0.00
1397,165,2025-09-22,completed,2128.12
1398,841,2025-08-14,completed,390.45
1399,233,2025-08-23,completed,37158.95
1400,61,2026-02-20,completed,16008.66
1401,627,2026-02-20,DONE,7374.12
1402,167,2025-11-12,completed,1083.15
1403,764,2025-01-10,completed,64375.43
1404,456,2025-03-29,completed,18650.28
1405,998,2025-06-11,completed,0.00
1406,115,2026-03-23,completed,9379.22
1407,465,2026-03-02,completed,4056.44
1408,540,2025-08-14,cancel,0.00
1409,474,2025-06-09,completed,8739.73
1410,236,2025-04-10,completed,10281.42
1411,853,2025-04-27,completed,25116.57
1412,692,2025-10-02,completed,4386.56
1413,423,2025-09-01,completed,6076.85
1414,145,2025-07-01,completed,38208.02
1415,186,2026-02-20,completed,969.16
1416,477,2025-10-18,pending,2012.61
1417,486,2025-06-29,completed,169.60
1418,425,2025-11-23,cancelled,0.00
1419,587,2025-09-10,completed,2668.85
1420,244,2025-06-13,OK,11664.07
1421,98,2026-01-22,completed,5335.93
1422,262,2025-04-06,completed,2359.39
1423,542,2025-08-07,completed,1580.65
1424,480,2025-07-22,completed,520.34
1425,806,2025-11-21,completed,44138.62
1426,729,2025-09-04,completed,3414.30
1427,912,2025-12-13,completed,701.50
1428,249,2026-03-16,pending,1593.82
1429,618,2025-01-02,completed,2645.73
1430,424,2025-11-27,completed,2102.56
1431,679,2025-11-15,ok,1680.69
1432,89,2026-07-05,completed,109.34
1433,340,2025-10-25,completed,6738.51
1434,402,2026-03-02,completed,1385.35
1435,162,2026-03-23,pending,10842.86
1436,91,2025-12-17,completed,1814.54
1437,827,2025-12-13,completed,68673.77
1438,590,2025-11-13,return,17470.87
1439,636,2025-10-09,cancelled,0.00
1440,163,2025-12-01,ok,28834.68
1441,62,2026-02-10,done,1245.13
1442,353,2026-04-30,returned,1010.98
1443,636,2025-11-27,cancelled,0.00
1444,234,2025-08-24,completed,254.98
1445,711,2025-06-15,completed,2675.63
1446,911,2026-05-09,completed,2074.06
1447,706,2025-10-26,completed,221.33
1448,848,2025-05-10,completed,6852.32
1449,230,2025-11-29,completed,4101.84
1450,921,2025-03-11,cancelled,0.00
1451,105,2025-07-01,completed,984.73
1452,419,2025-01-26,completed,3372.66
1453,368,2025-08-18,completed,5173.06
1454,917,2025-09-28,completed,1799.59
1455,919,2025-06-25,completed,709.74
1456,178,2026-01-30,completed,180.49
1457,843,2025-03-07,DONE,827.98
1458,986,2025-06-22,returned,11451.96
1459,747,2025-03-26,completed,33183.15
1460,803,2025-12-20,returned,3669.32
1461,596,2025-03-17,pending,804.56
1462,496,2025-04-11,ok,288.21
1463,364,2025-08-15,completed,2893.01
1464,634,2025-12-31,completed,8397.10
1465,960,2025-11-26,completed,126.62
1466,558,2025-10-04,Annulé,285.29
1467,826,2025-05-22,completed,0.00
1468,580,2025-10-06,completed,8290.52
1469,599,2025-09-28,completed,192.02
1470,284,2025-08-21,Annulé,5711.79
1471,329,2025-03-19,completed,155.40
1472,873,2025-10-10,completed,709.76
1473,578,2025-07-26,completed,8586.92
1474,752,2025-11-20,completed,4585.80
1475,390,2025-11-04,returned,12188.34
1476,364,2026-01-20,cancelled,0.00
1477,24,2025-05-24,completed,6669.18
1478,170,2025-06-01,completed,3812.32
1479,748,2025-10-20,done,9152.88
1480,769,2025-10-19,completed,881.31
1481,527,2025-12-29,completed,3529.50
1482,956,2025-07-19,cancelled,0.00
1483,770,2026-09-05,completed,3538.26
1484,134,2026-02-16,pending,37863.19
1485,325,2026-04-16,completed,3677.96
1486,44,2026-08-01,completed,2882.70
1487,771,2026-01-04,return,24585.69
1488,466,2025-02-19,Annulé,660.99
1489,327,2026-01-21,completed,3549.55
1490,153,2026-01-23,completed,2411.67
1491,964,2026-02-27,completed,14698.70
1492,178,2025-12-10,completed,0.00
1493,674,2025-04-16,completed,5991.16
1494,639,2026-05-14,completed,25038.92
1495,609,2026-05-10,done,45992.40
1496,26,2025-05-21,completed,25132.23
1497,288,2025-04-27,completed,3416.40
1498,909,2025-03-17,completed,60.86
1499,311,2025-12-03,completed,1283.91
1500,200,2025-09-23,completed,9592.95
1501,390,2025-02-16,completed,18704.19
1502,132,2026-03-21,completed,9567.63
1503,294,2026-02-23,done,2537.91
1504,189,2025-03-15,completed,4673.71
1505,284,2025-03-25,completed,1594.31
1506,773,2025-06-04,pending,5884.39
1507,442,2025-03-17,done,70.39
1508,140,2025-05-19,completed,437.79
1509,808,2025-05-30,completed,7373.94
1510,577,2025-12-07,done,372855.34
1511,742,2026-03-25,completed,513.87
1512,225,2025-12-28,OK,429.14
1513,293,2025-05-19,DONE,920.69
1514,618,2025-07-09,completed,454.88
1515,144,2025-07-29,completed,1895.56
1516,899,2026-04-27,completed,1680.24
1517,287,2025-03-26,completed,119.14
1518,931,2026-03-30,completed,2938.18
1519,177,2025-03-11,completed,2376.84
1520,148,2025-01-16,completed,411.35
1521,635,2025-05-27,completed,3166.76
1522,847,2026-04-03,completed,3241.25
1523,517,2025-05-13,return,353.12
1524,43,2026-03-16,completed,5226.84
1525,257,2025-06-09,completed,33426.13
1526,927,2026-01-16,completed,31094.45
1527,937,2025-10-29,completed,2366.86
1528,816,2025-11-30,completed,15538.82
1529,80,2025-08-12,completed,26123.15
1530,548,2026-05-09,completed,1379.31
1531,773,2025-12-18,completed,12505.85
1532,91,2026-02-15,completed,26580.74
1533,252,2025-05-23,pending,3098.94
1534,853,2025-06-29,DONE,823.84
1535,801,2026-05-11,completed,2026.86
1536,204,2026-01-04,cancelled,0.00
1537,513,2025-05-29,ok,2792.27
1538,76,2025-12-23,completed,5427.15
1539,679,2025-04-25,completed,2158.93
1540,447,2026-04-21,DONE,54789.16
1541,652,2025-11-15,Annulé,14085.47
1542,281,2026-05-14,completed,197.28
1543,976,2025-09-20,Annulé,3733.41
1544,388,2026-03-27,OK,86.14
1545,738,2025-01-09,completed,1845.34
1546,111,2026-04-20,cancelled,0.00
1547,312,2026-03-18,completed,840.46
1548,912,2026-10-04,completed,47997.04
1549,199,2025-03-29,completed,2453.83
1550,556,2025-11-23,completed,51.95
1551,824,2026-04-28,completed,5509.74
1552,40,2026-04-17,completed,216.75
1553,681,2025-06-06,Annulé,1790.38
1554,938,2026-03-12,completed,299.19
1555,438,2025-06-07,completed,21968.06
1556,54,2025-09-30,completed,30187.29
1557,473,2026-03-28,Annulé,8400.83
1558,572,2025-04-15,OK,5560.82
1559,529,2025-03-19,OK,3756.42
1560,29,2025-01-03,completed,22676.38
1561,320,2025-12-09,completed,19369.45
1562,448,2025-09-04,pending,1163.09
1563,51,2025-06-08,completed,2587.68
1564,716,2026-04-24,cancelled,0.00
1565,363,2025-02-27,cancelled,0.00
1566,622,2025-08-02,completed,44853.05
1567,144,2025-01-10,completed,1123.24
1568,609,2025-08-11,completed,7393.22
1569,709,2025-02-03,cancelled,0.00
1570,303,2025-11-05,completed,23347.98
1571,653,2025-02-02,completed,170.23
1572,296,2026-07-04,completed,23320.20
1573,670,2025-09-22,completed,4098.05
1574,436,2025-09-11,pending,1274.04
1575,917,2025-09-25,completed,5887.20
1576,838,2026-04-12,completed,76353.44
1577,862,2025-12-11,completed,28911.88
1578,551,2025-11-05,completed,483.25
1579,294,2025-11-21,completed,11735.47
1580,946,2025-09-17,completed,9536.88
1581,932,2025-03-22,returned,63.10
1582,377,2026-03-05,completed,24752.00
1583,658,2025-06-05,returned,852.41
1584,221,2025-08-05,completed,1697.71
1585,739,2026-01-31,pending,994.19
1586,550,2026-01-22,completed,6884.45
1587,990,2026-02-25,returned,1768.52
1588,353,2025-12-06,completed,1023.56
1589,552,2025-12-12,completed,1759.44
1590,591,2025-07-14,completed,1473.27
1591,621,2025-05-16,completed,1046.54
1592,701,2025-07-08,completed,1931.98
1593,313,2025-06-17,completed,322.02
1594,845,2026-02-24,completed,12145.92
1595,772,2025-03-21,completed,18594.12
1596,259,2025-01-10,completed,625.13
1597,430,2025-07-15,Annulé,14410.14
1598,180,2026-04-19,completed,359.33
1599,975,2026-04-14,completed,205.15
1600,389,2025-06-03,OK,1985.02
1601,247,2025-10-27,completed,3667.82
1602,488,2025-11-16,pending,7735.53
1603,649,2025-01-25,completed,2854.87
1604,926,2025-09-04,completed,7368.00
1605,163,2025-10-04,completed,6586.94
1606,878,2025-09-09,Annulé,4576.48
1607,526,2025-04-24,pending,1613.52
1608,957,2025-12-16,return,9323.44
1609,964,2025-09-03,completed,13710.96
1610,810,2025-04-29,cancelled,0.00
1611,362,2025-03-02,return,17949.39
1612,558,2025-10-01,pending,21538.72
1613,541,2026-01-28,completed,174.23
1614,879,2026-05-10,completed,229.71
1615,845,2025-07-23,completed,6165.52
1616,461,2026-01-16,completed,1578.27
1617,582,2025-02-21,completed,365.31
1618,244,2025-05-28,returned,13222.65
1619,491,2025-10-13,completed,15717.55
1620,141,2025-12-06,completed,689.80
1621,907,2026-01-27,Annulé,286.38
1622,881,2025-06-08,returned,1383.81
1623,497,2025-11-12,completed,26091.76
1624,760,2025-08-30,done,3620.35
1625,40,2025-05-04,DONE,336.24
1626,616,2025-09-03,DONE,347.01
1627,80,2025-08-20,completed,785.05
1628,361,2025-11-16,completed,4216.05
1629,89,2025-04-22,completed,8485.76
1630,718,2025-06-25,completed,129.01
1631,817,2025-02-17,returned,8760.34
1632,478,2025-11-10,completed,2494.35
1633,151,2026-02-25,completed,2274.28
1634,500,2026-05-05,Annulé,10724.39
1635,290,2025-10-27,completed,739.80
1636,530,2025-09-24,completed,12741.67
1637,178,2025-06-13,completed,1485.24
1638,269,2025-06-28,completed,36986.86
1639,194,2026-11-01,completed,221.60
1640,846,2025-10-01,Annulé,18134.89
1641,41,2025-07-02,completed,21853.68
1642,331,2025-05-21,completed,735.79
1643,308,2026-04-12,completed,784.01
1644,911,2025-05-27,pending,6382.33
1645,168,2025-08-12,pending,1105.91
1646,854,2025-03-03,return,767.68
1647,99,2025-06-21,completed,665.01
1648,833,2026-04-11,completed,329.27
1649,728,2025-12-31,completed,1449.47
1650,294,2026-04-02,completed,1485.74
1651,405,2025-03-06,completed,29063.58
1652,951,2025-06-17,returned,1936.52
1653,684,2025-06-16,completed,4515.55
1654,93,2025-10-07,Annulé,3176.21
1655,733,2025-05-18,pending,22284.33
1656,702,2025-12-29,completed,18790.24
1657,548,2025-03-31,pending,615398.40
1658,175,2025-03-11,completed,92.83
1659,712,2025-05-03,completed,8314.93
1660,730,2025-11-05,completed,2267.58
1661,113,2025-08-28,return,29294.50
1662,95,2026-06-03,completed,5030.39
1663,203,2025-04-25,returned,121532.83
1664,758,2025-04-09,completed,6912.37
1665,107,2026-04-03,Annulé,293.36
1666,264,2025-09-22,completed,3296.15
1667,566,2025-12-08,completed,6980.96
1668,373,2026-04-20,completed,9623.97
1669,677,2025-01-10,returned,141.68
1670,74,2025-06-17,cancelled,0.00
1671,974,2025-02-26,cancelled,0.00
1672,701,2026-03-24,completed,135.97
1673,293,2026-04-04,done,115.90
1674,97,2025-06-11,completed,5592.48
1675,301,2025-06-02,completed,1509.36
1676,307,2026-01-31,completed,26269.90
1677,117,2026-04-21,completed,600.33
1678,958,2025-08-26,completed,2519.21
1679,539,2025-01-02,pending,30412.47
1680,288,2025-02-10,completed,2545.61
1681,614,2025-09-28,cancelled,0.00
1682,300,2025-06-29,completed,14425.44
1683,139,2026-06-04,completed,8882.16
1684,752,2025-07-02,completed,4235.08
1685,879,2025-05-11,completed,14185.08
1686,673,2025-07-21,returned,130.72
1687,315,2025-12-01,completed,569.34
1688,253,2025-07-23,pending,180.91
1689,450,2025-08-07,completed,729.63
1690,425,2025-12-12,OK,32875.97
1691,78,2025-09-07,returned,1072.79
1692,7,2025-04-14,completed,310.20
1693,572,2025-09-19,returned,2614.49
1694,827,2026-04-21,completed,9251.74
1695,868,2025-11-05,pending,2103.90
1696,92,2025-07-30,completed,750.92
1697,820,2026-02-22,pending,18160.25
1698,475,2025-09-22,done,4869.80
1699,670,2025-03-03,cancel,0.00
1700,858,2025-04-21,completed,27326.62
1701,445,2025-04-29,completed,3730.09
1702,799,2025-10-30,returned,343.66
1703,582,2026-08-02,completed,821.20
1704,16,2025-05-18,completed,21813.37
1705,90,2026-02-17,return,10071.13
1706,852,2025-06-14,completed,309.29
1707,861,2025-08-19,completed,6092.74
1708,639,2025-05-06,cancelled,0.00
1709,445,2025-02-03,returned,22323.15
1710,865,2025-05-29,completed,10262.03
1711,910,2026-05-15,pending,33647.28
1712,430,2025-06-07,completed,1416.69
1713,935,2025-08-14,completed,45799.73
1714,745,2025-11-24,return,23155.80
1715,313,2026-03-06,returned,7176.09
1716,63,2026-01-18,completed,16063.62
1717,924,2025-10-28,pending,444.12
1718,677,2026-04-14,completed,978.38
1719,334,2026-05-16,completed,18877.53
1720,71,2026-09-03,completed,12115.14
1721,496,2026-02-09,completed,3585.99
1722,984,2025-06-20,completed,1708.32
1723,35,2026-09-01,completed,9789.27
1724,798,2026-03-27,OK,8447.86
1725,587,2025-01-19,completed,840.42
1726,22,2026-03-18,return,2585.98
1727,57,2025-10-02,completed,579.57
1728,969,2026-01-02,completed,3100.68
1729,757,2025-10-06,completed,12025.37
1730,197,2025-09-25,completed,0.00
1731,171,2026-01-07,completed,14.17
1732,708,2025-03-27,completed,144.41
1733,340,2025-01-02,completed,17635.79
1734,977,2025-07-19,completed,912.39
1735,928,2025-10-28,completed,1406.50
1736,132,2026-03-09,completed,4146.48
1737,597,2025-03-03,completed,3058.82
1738,709,2025-02-10,pending,8153.39
1739,669,2026-01-18,cancel,0.00
1740,371,2025-09-19,completed,13859.28
1741,762,2025-09-30,OK,1924.93
1742,607,2025-05-02,completed,419.19
1743,880,2025-12-18,completed,2767.35
1744,143,2025-02-23,completed,255.54
1745,470,2025-12-07,completed,6581.79
1746,654,2025-05-17,completed,562.70
1747,142,2025-10-15,completed,5312.12
1748,519,2025-12-03,completed,1023.48
1749,173,2025-01-26,returned,651.45
1750,600,2025-11-11,pending,6653.16
1751,454,2025-07-07,completed,63055.37
1752,724,2025-09-30,pending,3249.49
1753,628,2025-10-07,completed,93322.11
1754,863,2025-07-21,completed,1877.10
1755,279,2025-09-10,completed,161.44
1756,870,2026-05-06,completed,5229.94
1757,91,2025-10-27,OK,1069.82
1758,766,2025-08-08,completed,14376.79
1759,336,2025-03-10,completed,9560.48
1760,705,2025-06-06,completed,6960.04
1761,806,2025-10-26,completed,190.96
1762,8,2025-11-02,completed,1406.01
1763,158,2025-02-02,pending,270.45
1764,510,2025-09-30,pending,17498.17
1765,62,2026-01-26,returned,4817.06
1766,184,2025-12-24,cancel,0.00
1767,623,2026-05-07,completed,213.03
1768,102,2025-03-04,completed,496.35
1769,236,2025-10-15,cancelled,0.00
1770,939,2025-12-23,cancel,0.00
1771,758,2025-03-11,completed,5315.24
1772,570,2025-11-09,completed,8748.81
1773,723,2025-11-10,completed,471.74
1774,871,2025-04-05,completed,5997.54
1775,317,2025-04-05,completed,0.00
1776,963,2026-03-06,cancelled,0.00
1777,369,2025-09-02,completed,4964.55
1778,328,2025-10-13,returned,254072.60
1779,521,2025-11-15,completed,1858.95
1780,338,2025-11-02,completed,1180.60
1781,148,2025-09-09,completed,81495.11
1782,421,2025-05-26,completed,24713.07
1783,643,2026-02-01,completed,2006.57
1784,87,2026-02-02,completed,7557.08
1785,808,2026-02-01,completed,31683.80
1786,737,2026-05-16,completed,8316.14
1787,110,2025-12-17,completed,2911.89
1788,676,2025-01-16,pending,77.71
1789,739,2025-10-14,DONE,3754.96
1790,769,2026-06-04,completed,1451.56
1791,25,2025-11-17,completed,3781.20
1792,619,2025-07-14,completed,3991.41
1793,638,2025-07-28,pending,732.90
1794,78,2026-05-13,completed,6614.46
1795,915,2025-12-12,DONE,824.66
1796,451,2025-06-22,completed,353756.06
1797,182,2025-11-27,pending,698.92
1798,714,2025-10-28,completed,24396.22
1799,179,2025-01-19,ok,18019.40
1800,518,2026-05-10,pending,128.40
1801,54,2025-12-08,ok,199214.92
1802,821,2025-05-02,completed,10527.90
1803,318,2026-02-15,OK,235.06
1804,744,2025-05-09,completed,495.63
1805,6,2026-03-05,completed,20401.24
1806,686,2025-07-09,cancel,0.00
1807,758,2026-04-21,returned,5092.72
1808,493,2025-03-06,return,2345.47
1809,650,2025-02-06,done,11988.10
1810,618,2025-10-03,completed,2354.62
1811,371,2026-01-16,cancelled,0.00
1812,728,2025-05-07,completed,8336.26
1813,445,2026-05-16,completed,17275.60
1814,614,2025-07-10,done,4436.19
1815,222,2026-04-18,completed,7877.26
1816,754,2026-03-04,completed,3300.52
1817,525,2025-09-25,completed,14035.81
1818,47,2025-01-03,cancelled,0.00
1819,319,2025-07-22,done,15805.44
1820,973,2025-03-03,completed,17749.20
1821,28,2025-04-24,return,1181.02
1822,752,2025-02-23,cancel,0.00
1823,798,2026-05-19,pending,7416.96
1824,113,2025-04-13,completed,13632.97
1825,974,2025-01-13,completed,3024.97
1826,564,2025-01-14,done,75.45
1827,582,2025-05-30,completed,2897.01
1828,374,2025-12-15,completed,67835.05
1829,495,2025-10-12,returned,21954.26
1830,816,2025-05-29,completed,1770.29
1831,831,2025-01-31,pending,22847.29
1832,442,2025-02-06,completed,1052.50
1833,22,2025-04-29,completed,7487.61
1834,420,2026-09-01,pending,25576.43
1835,87,2025-08-27,completed,64701.89
1836,509,2026-01-15,completed,133.29
1837,36,2026-03-19,completed,4889.75
1838,999,2025-02-14,completed,612.18
1839,352,2025-08-20,completed,12392.64
1840,194,2026-12-01,completed,0.00
1841,875,2025-11-30,completed,133.62
1842,369,2025-12-11,completed,811.70
1843,10,2025-01-31,completed,3760.59
1844,348,2026-01-03,ok,774.18
1845,654,2025-09-11,completed,222.67
1846,392,2025-11-01,completed,650.02
1847,112,2025-09-16,pending,26489.18
1848,105,2026-04-17,completed,3809.90
1849,583,2025-02-18,completed,9345.98
1850,567,2025-09-08,completed,2403.42
1851,669,2025-12-13,completed,127.92
1852,447,2025-02-04,completed,5931.70
1853,112,2025-11-29,completed,508.52
1854,430,2026-01-15,completed,9902.30
1855,174,2025-09-10,cancelled,0.00
1856,934,2025-09-13,completed,2912.04
1857,987,2025-01-06,completed,2851.32
1858,220,2025-06-07,completed,2947.65
1859,244,2025-12-21,completed,101633.29
1860,642,2025-07-14,completed,4788.84
1861,166,2025-04-05,returned,3680.51
1862,79,2025-08-23,returned,207.52
1863,264,2025-01-11,completed,1524.39
1864,331,2025-08-15,completed,1255.87
1865,202,2026-05-09,returned,1097.39
1866,466,2025-10-28,completed,18660.47
1867,99,2025-02-25,return,7588.04
1868,931,2026-04-07,completed,2481.94
1869,957,2025-12-19,completed,102077.04
1870,912,2026-05-02,completed,244.47
1871,970,2025-06-01,completed,1075.31
1872,871,2026-01-19,cancelled,0.00
1873,615,2025-10-08,pending,7992.25
1874,278,2025-07-11,completed,176.09
1875,673,2025-10-14,done,272.92
1876,328,2025-12-10,completed,36531.78
1877,534,2025-03-19,completed,8559.70
1878,913,2025-07-23,completed,1088.84
1879,338,2025-03-13,pending,2213.77
1880,647,2025-08-12,completed,14699.00
1881,230,2025-07-07,completed,11136.62
1882,436,2025-05-27,completed,8944.64
1883,577,2026-04-02,completed,428.02
1884,583,2026-05-17,cancelled,0.00
1885,20,2025-12-10,cancelled,0.00
1886,565,2026-05-07,pending,2065.32
1887,2,2025-04-14,completed,30.15
1888,643,2025-12-12,completed,4553.44
1889,847,2026-04-03,return,8739.66
1890,553,2025-11-16,completed,10235.86
1891,31,2025-12-27,completed,355.00
1892,252,2025-03-02,done,527.29
1893,131,2025-06-01,completed,3348.16
1894,307,2025-07-04,cancelled,0.00
1895,913,2025-05-21,returned,2895.96
1896,752,2026-02-01,completed,3201.63
1897,577,2025-10-18,completed,70116.19
1898,491,2025-02-09,ok,1949.48
1899,849,2026-03-27,cancelled,0.00
1900,186,2025-02-04,completed,4630.71
1901,355,2025-03-11,completed,961.96
1902,462,2025-06-29,returned,867.20
1903,293,2025-01-20,completed,32740.10
1904,107,2025-10-20,completed,7506.20
1905,208,2026-02-15,completed,64.30
1906,86,2025-02-11,completed,5135.56
1907,194,2026-05-20,cancelled,0.00
1908,426,2025-09-09,completed,14629.48
1909,90,2026-05-12,ok,56582.25
1910,809,2025-03-29,pending,16161.42
1911,548,2025-10-10,completed,29781.08
1912,143,2025-07-13,completed,437.12
1913,394,2025-10-04,completed,22087.60
1914,770,2026-02-15,completed,2784.16
1915,215,2025-05-06,completed,7618.72
1916,918,2026-03-04,completed,0.00
1917,7,2026-05-08,pending,9019.87
1918,680,2025-09-12,completed,56331.60
1919,90,2025-04-29,completed,15884.93
1920,328,2025-08-14,completed,25579.26
1921,21,2026-08-05,returned,17406.81
1922,839,2026-02-18,completed,3825.54
1923,248,2025-07-08,completed,1183.32
1924,943,2025-04-15,cancelled,0.00
1925,307,2025-01-10,pending,1824.34
1926,389,2026-02-05,completed,765.14
1927,546,2026-02-02,pending,22726.83
1928,139,2025-08-22,completed,9028.04
1929,887,2025-09-21,completed,17976.84
1930,918,2026-01-21,completed,1574.07
1931,424,2025-10-02,completed,2518.21
