return_id,order_id,product_id,return_reason,return_date,refund_amount
558,3636,193,Quality issue,11-09-2025,22321.28
559,3476,45,Damaged product,Mar 03 2026,550.25
560,2821,21,Quality issue,Jan 04 2026,498.04
561,1302,68,Quality issue,May 18 2025,11437.48
562,4960,289,Late delivery,12/25/2025,15584.32
563,647,112,Quality issue,06/09/2025,32.21
564,3012,120,Late delivery,Aug 25 2025,560.06
565,3632,262,Damaged product,05/11/2026,646.96
566,1831,194,Damaged product,09/11/2025,22847.29
567,2658,142,Quality issue,10-01-2025,207.34
568,2224,89,Wrong item,07/24/2025,1448.93
569,4825,123,Quality issue,Dec 21 2025,207.65
570,3980,251,Late delivery,Apr 01 2025,513.9
571,4916,85,Quality issue,08/17/2025,4709.55
572,4618,51,Damaged product,05/26/2025,4464.33
573,2099,107,Wrong item,2025-03-27,449.92
574,2493,13,Damaged product,03/24/2026,98.91
575,3193,104,Customer changed mind,10/04/2025,3667.74
576,4651,38,Quality issue,May 13 2025,1082.92
577,4544,189,Damaged product,05-12-2025,612.5
578,726,173,Quality issue,03/24/2025,954.42
579,3731,177,Customer changed mind,07/09/2025,6644.28
580,508,101,Wrong item,10/25/2025,932.58
581,3073,99,Damaged product,05/19/2025,4328.18
582,458,115,Wrong item,2025-11-18,1473.82
583,2888,164,Quality issue,09/21/2025,12337.22
584,3119,106,Wrong item,08/06/2025,3408.79
585,4502,67,Late delivery,2025-03-15,276866.27
586,4526,86,Quality issue,04/11/2025,3151.39
587,2804,182,Damaged product,2025-02-14,0.0
588,1123,155,Quality issue,Feb 01 2025,545.55
589,357,143,Wrong item,2025-06-18,31.25
590,2035,51,Late delivery,Jan 14 2025,6267.48
591,4697,60,Damaged product,2025-09-23,76.66
592,4629,48,Quality issue,04-05-2025,120.3
593,1997,114,Quality issue,2025-09-26,29445.65
594,2565,141,Wrong item,Feb 27 2025,571.26
595,4602,162,Wrong item,2025-02-28,30399.43
596,3732,205,Wrong item,22-12-2025,168.64
597,2851,177,Late delivery,Jul 21 2025,7588.56
598,2590,24,Customer changed mind,21/08/2025,2312.66
599,4856,246,Quality issue,Mar 08 2026,2388.12
600,4223,214,Damaged product,04/23/2026,427.58
601,573,113,Wrong item,07/02/2025,12768.68
602,1033,174,Late delivery,04/01/2026,460.2
603,3087,111,Late delivery,2025-10-13,0
604,3159,182,Quality issue,Feb 26 2026,2276.59
605,2491,114,Customer changed mind,01/21/2026,22395.08
606,530,64,Customer changed mind,25-03-2025,117.42
607,734,137,Damaged product,15-01-2025,3012.34
608,2968,106,Customer changed mind,01/16/2026,4750.14
609,3017,261,Wrong item,2025-09-11,526.11
610,3322,30,Wrong item,08-03-2025,247.81
611,1150,69,Customer changed mind,2026-03-11,1457.34
612,876,140,Wrong item,01/02/2026,861.54
613,761,46,Late delivery,Apr 21 2025,392.87
614,4215,196,Wrong item,2025-01-24,4146.05
615,561,180,Customer changed mind,17/07/2025,10687.0
616,2068,293,Wrong item,19/07/2025,716.1
617,419,155,Late delivery,04/20/2025,171.25
618,1567,238,Quality issue,09-01-2025,409.03
619,2617,87,Customer changed mind,08/19/2025,1316.72
620,3291,288,Wrong item,09/27/2025,304.92
621,3673,208,Quality issue,11/09/2025,130.2
622,1121,203,Late delivery,09/13/2025,502.35
623,81,30,Late delivery,07/30/2025,475.87
624,3145,239,Late delivery,27-04-2025,120.62
625,2202,94,Customer changed mind,03/06/2025,570.51
626,3156,266,Wrong item,09-02-2025,4819.88
627,178,48,Late delivery,2026-01-12,175.0
628,1015,220,Wrong item,2026-05-21,549.89
629,2203,264,Damaged product,2025-08-02,812.05
630,344,268,Wrong item,2025-08-18,909.06
631,4704,138,Damaged product,09/01/2026,1929.16
632,2312,26,Damaged product,05/11/2026,4126.5
633,368,141,Customer changed mind,04/12/2025,760.3
634,3230,253,Late delivery,05/20/2025,154.18
635,4605,124,Quality issue,May 03 2026,359.32
636,1750,209,Late delivery,02-04-2026,6653.16
637,2531,278,Customer changed mind,2025-11-22,1520.21
638,3375,249,Late delivery,Apr 01 2026,2022.17
639,1388,53,Damaged product,06/21/2025,1470.82
640,3904,280,Wrong item,04-04-2026,1149.6
641,360,285,Customer changed mind,22/05/2025,654.63
642,2104,127,Damaged product,04/07/2025,116.02
643,3835,59,Customer changed mind,Mar 07 2026,270.0
644,4577,227,Customer changed mind,2026-03-21,1484.65
645,2850,195,Customer changed mind,01/31/2025,3433.16
646,1628,9,Wrong item,12/04/2026,1377.56
647,2942,107,Late delivery,Feb 09 2026,98.75
648,1561,243,Late delivery,14-08-2025,3727.23
649,1070,231,Quality issue,09/27/2025,0.0
650,609,159,Customer changed mind,06/05/2025,174.24
651,4702,288,Quality issue,Feb 16 2025,403.1
652,1457,5,Late delivery,01/09/2025,827.98
653,2348,42,Customer changed mind,05/26/2025,6056.67
654,4957,210,Quality issue,25/05/2026,62239.29
655,3407,271,Wrong item,Mar 19 2026,426.8
656,4982,150,Late delivery,03/23/2025,409.98
657,4645,12,Late delivery,2025-07-17,1483.56
658,312,133,Quality issue,Apr 14 2025,5348.88
659,2837,46,Wrong item,01/29/2026,357.24
660,3282,66,Damaged product,24-12-2025,11992.62
661,826,208,Damaged product,May 01 2025,83.18
662,4842,157,Wrong item,03/26/2025,371.7
663,4358,147,Quality issue,14-05-2026,6810.72
664,1055,137,Customer changed mind,2025-11-01,3343.45
665,3042,21,Damaged product,10-10-2025,617.21
666,12,83,Customer changed mind,Jul 27 2025,2796.69
667,3293,299,Quality issue,11/07/2025,203.9
668,1182,266,Damaged product,2025-08-11,1823.29
669,4571,246,Damaged product,09/22/2025,4346.24
670,4902,133,Wrong item,06-05-2026,1906.29
671,3056,282,Customer changed mind,2025-06-10,3565.18
672,4019,16,Wrong item,11/03/2025,38.34
673,303,29,Wrong item,06-05-2026,172.8
674,2089,198,Customer changed mind,2025-08-10,430.24
675,1586,190,Wrong item,2026-01-23,71.81
676,1523,187,Late delivery,Aug 14 2025,264.56
677,972,281,Late delivery,24-04-2025,2095.05
678,3752,297,Customer changed mind,27-12-2025,681.33
679,2444,68,Late delivery,23-03-2025,2719.91
680,3503,236,Customer changed mind,10/01/2026,225.82
681,251,232,Late delivery,03-04-2026,2605.75
682,1936,136,Customer changed mind,05-02-2025,1887.53
683,148,113,Quality issue,05/14/2026,32001.03
684,4148,44,Late delivery,18/03/2025,687.67
685,3587,296,Quality issue,22/07/2025,692.86
686,3720,156,Late delivery,28-01-2025,1207.69
687,3870,263,Wrong item,2025-10-12,954.88
688,1985,135,Late delivery,07/08/2025,400.62
689,4111,283,Customer changed mind,09-03-2025,876.14
690,2934,166,Late delivery,01/27/2026,514.02
691,2939,243,Damaged product,25/04/2025,5837.63
692,3379,90,Customer changed mind,12-06-2025,2094.37
693,1841,293,Damaged product,12-04-2025,133.62
694,3935,231,Wrong item,2026-02-24,1569.57
695,3423,95,Wrong item,09/23/2025,62.77
696,1217,182,Customer changed mind,Mar 07 2026,2781.09
697,1840,273,Customer changed mind,2026-01-02,0.0
698,1647,142,Late delivery,2025-04-13,333.31
699,3803,247,Quality issue,Jul 02 2025,1123.85
700,95,105,Wrong item,03/31/2026,3261.37
701,1105,60,Quality issue,2025-03-31,333.96
702,1510,160,Quality issue,2026-01-26,91.16
703,1908,146,Customer changed mind,10/12/2025,13842.68
704,1122,218,Late delivery,23/02/2026,7294.0
705,3043,191,Quality issue,16-04-2026,51.95
706,1793,272,Customer changed mind,12-01-2026,121.04
707,3444,150,Quality issue,04/09/2025,772.46
708,4800,242,Late delivery,2025-12-19,35130.6
709,743,28,Late delivery,02/07/2026,1547.69
710,2761,97,Late delivery,04-11-2025,16993.07
711,4545,95,Customer changed mind,15-01-2026,225.72
712,4717,248,Wrong item,2025-02-01,1539.65
713,3591,266,Late delivery,2026-04-30,7953.32
714,2534,140,Wrong item,17/07/2025,255.11
715,3409,21,Customer changed mind,Jan 06 2026,203.01
716,3865,11,Quality issue,2025-02-11,245.5
717,3342,4,Wrong item,2025-02-07,8752.28
718,1384,106,Damaged product,2025-10-07,5460.64
719,2764,136,Quality issue,Apr 06 2026,695.93
720,2717,162,Damaged product,01/04/2025,83566.89
721,2673,65,Wrong item,Apr 02 2025,28082.37
722,8,189,Damaged product,02/14/2025,308.03
723,2558,112,Customer changed mind,23-11-2025,64.96
724,4947,244,Quality issue,2025-09-21,3258.54
725,638,276,Customer changed mind,05/14/2026,8407.28
726,4975,69,Customer changed mind,2026-01-28,1692.56
727,4500,296,Late delivery,2026-03-29,1587.19
728,3499,237,Wrong item,2025-04-08,175.65
729,4997,272,Quality issue,2025-12-03,55.84
730,4089,194,Late delivery,04/22/2026,45002.69
731,3624,185,Damaged product,Sep 02 2025,1318.04
732,3753,58,Quality issue,07/03/2025,3550.54
733,4022,120,Late delivery,08/05/2026,1458.25
734,2753,209,Wrong item,21-10-2025,15115.81
735,999,199,Late delivery,2025-02-22,923.05
736,3013,154,Late delivery,2026-02-07,1544.05
737,230,50,Wrong item,10/25/2025,15258.51
738,222,15,Customer changed mind,2026-05-25,80.09
