table_name,record_id,issue_type,action,details
order_items,6370,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,6404,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,6429,invalid_quantity,removed,Quantité <= 0.
order_items,6438,invalid_quantity,removed,Quantité <= 0.
order_items,6451,invalid_quantity,removed,Quantité <= 0.
order_items,6514,invalid_quantity,removed,Quantité <= 0.
order_items,6519,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,6521,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,6694,invalid_quantity,removed,Quantité <= 0.
order_items,6717,invalid_quantity,removed,Quantité <= 0.
order_items,6750,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,6762,invalid_quantity,removed,Quantité <= 0.
order_items,6773,invalid_quantity,removed,Quantité <= 0.
order_items,6809,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,6876,invalid_quantity,removed,Quantité <= 0.
order_items,6912,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,6981,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,6988,invalid_quantity,removed,Quantité <= 0.
order_items,7022,invalid_quantity,removed,Quantité <= 0.
order_items,7025,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7044,invalid_quantity,removed,Quantité <= 0.
order_items,7066,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7101,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7148,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7191,invalid_quantity,removed,Quantité <= 0.
order_items,7209,invalid_quantity,removed,Quantité <= 0.
order_items,7240,invalid_quantity,removed,Quantité <= 0.
order_items,7250,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7267,invalid_quantity,removed,Quantité <= 0.
order_items,7294,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7305,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7312,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7349,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7373,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7387,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7399,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7420,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7430,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7433,invalid_quantity,removed,Quantité <= 0.
order_items,7463,invalid_quantity,removed,Quantité <= 0.
order_items,7488,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7489,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7547,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7582,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7712,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7717,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7784,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7793,invalid_quantity,removed,Quantité <= 0.
order_items,7861,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7912,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,7956,invalid_quantity,removed,Quantité <= 0.
order_items,7990,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8021,invalid_quantity,removed,Quantité <= 0.
order_items,8054,invalid_quantity,removed,Quantité <= 0.
order_items,8055,invalid_quantity,removed,Quantité <= 0.
order_items,8146,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8170,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8185,invalid_quantity,removed,Quantité <= 0.
order_items,8199,invalid_quantity,removed,Quantité <= 0.
order_items,8216,invalid_quantity,removed,Quantité <= 0.
order_items,8258,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8293,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8295,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8298,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8351,invalid_quantity,removed,Quantité <= 0.
order_items,8365,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8377,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8400,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8401,invalid_quantity,removed,Quantité <= 0.
order_items,8445,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8464,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8480,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8510,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8520,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8566,invalid_quantity,removed,Quantité <= 0.
order_items,8583,invalid_quantity,removed,Quantité <= 0.
order_items,8585,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8586,invalid_quantity,removed,Quantité <= 0.
order_items,8646,invalid_quantity,removed,Quantité <= 0.
order_items,8679,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8712,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8723,invalid_quantity,removed,Quantité <= 0.
order_items,8728,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8800,invalid_quantity,removed,Quantité <= 0.
order_items,8819,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8825,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8848,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,8870,invalid_quantity,removed,Quantité <= 0.
order_items,8980,invalid_quantity,removed,Quantité <= 0.
order_items,9025,invalid_quantity,removed,Quantité <= 0.
order_items,9032,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,9061,invalid_quantity,removed,Quantité <= 0.
order_items,9083,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,9148,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,9151,invalid_quantity,removed,Quantité <= 0.
order_items,9154,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,9200,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,9216,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,9289,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,9296,invalid_quantity,removed,Quantité <= 0.
order_items,9299,invalid_quantity,removed,Quantité <= 0.
order_items,9302,invalid_quantity,removed,Quantité <= 0.
order_items,9311,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,9318,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
order_items,9348,invalid_quantity,removed,Quantité <= 0.
order_items,9350,invalid_unit_price,removed,Prix unitaire négatif ou aberrant isolé.
payments,6,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,22,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,32,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,55,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,61,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,62,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,84,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,92,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,94,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,105,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,121,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,128,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,131,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,156,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,203,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,229,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,235,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,252,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,284,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,294,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,355,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,382,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,390,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,396,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,400,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,453,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,476,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,481,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,485,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,491,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,514,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,519,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,522,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,525,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,532,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,534,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,537,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,568,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,592,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,601,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,618,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,638,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,652,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,657,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,661,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,677,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,693,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,696,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,707,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,730,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,738,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,741,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,752,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,756,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,778,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,852,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,881,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,950,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,975,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,991,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1001,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1009,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1015,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1022,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1051,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1115,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1135,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1136,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1225,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1233,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1249,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1257,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1264,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1265,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1277,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1287,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1301,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1343,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1352,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1404,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1427,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1439,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1491,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1501,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1510,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1511,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1517,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1519,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1547,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1576,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1599,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1632,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1638,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1668,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1671,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1687,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1728,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1747,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1750,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1773,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1776,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1780,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1787,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1796,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1808,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1810,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1818,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1820,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1825,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1828,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1846,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1848,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1916,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1918,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1922,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1924,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1935,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1938,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1959,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1974,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1997,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,1998,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2023,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2026,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2036,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2053,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2067,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2075,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2079,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2086,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2134,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2140,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2153,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2167,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2199,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2227,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2237,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2245,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2252,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2258,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2292,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2294,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2326,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2327,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2330,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2335,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2375,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2400,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2419,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2430,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2439,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2444,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2473,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2476,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2480,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2487,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2493,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2494,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2497,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2522,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2526,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2528,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2547,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2584,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2602,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2604,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2606,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2626,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2651,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2666,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2685,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2704,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2713,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2715,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2720,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2775,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2785,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2793,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2794,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2797,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2800,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2817,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2821,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2830,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2836,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2850,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2851,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2856,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2868,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2898,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2917,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2920,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2931,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2932,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2934,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2942,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2950,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,2973,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3013,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3032,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3038,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3081,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3117,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3145,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3158,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3191,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3196,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3211,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3227,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3233,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3241,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3252,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3289,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3297,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3356,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3368,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3369,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3394,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3418,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3430,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3446,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3500,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3516,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3525,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3556,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3640,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3653,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3692,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3693,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3696,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3706,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3739,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3745,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3758,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3770,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3784,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3802,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3806,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3819,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3888,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3892,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3981,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,3982,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4003,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4006,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4038,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4048,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4049,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4093,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4096,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4106,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4122,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4169,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4171,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4221,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4228,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4238,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4240,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4278,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4294,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4299,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4311,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4335,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4384,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4400,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4404,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4413,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4424,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4441,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4442,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4462,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4479,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4489,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4490,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4504,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4526,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4527,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4560,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4580,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4585,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4603,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4624,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4629,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4636,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4677,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4685,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4690,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4694,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4705,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4734,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4778,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4790,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4801,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
payments,4803,unclear_payment_status,corrected,Statut paiement remplacé par unknown.
