sales_key,order_id,order_item_id,customer_key,product_key,date_key,region_key,payment_key,delivery_key,quantity,unit_price,discount_rate,total_amount,amount_paid,is_returned,refund_amount,delivery_delay_days,order_status,return_reason
1917,1056,1994,223,65,20250228,4,6,130,2,8494.23,0.05,16139.04,16139.04,0,0.0,187,completed,
1918,1057,1995,112,190,20260317,9,6,95,4,76.64,0.03,297.36,297.36,0,0.0,8,completed,
1919,1058,1997,387,122,20260201,3,15,3,5,1378.01,0.1,6201.05,6201.05,1,6201.05,182,completed,Customer changed mind
1920,1058,1998,387,206,20260201,3,15,3,4,163.81,0.2,524.19,524.19,0,0.0,182,completed,
1921,1059,1999,61,288,20250122,3,15,147,4,104.82,0.15,356.39,356.39,0,0.0,6,completed,
1922,1059,2000,61,5,20250122,3,15,147,1,221.7,0.15,188.44,188.44,0,0.0,6,completed,
1923,1059,2001,61,123,20250122,3,15,147,5,218.81,0.05,1039.35,1039.35,0,0.0,6,completed,
1924,1060,2002,34,271,20250305,10,10,50,2,85.76,0.0,171.52,171.52,0,0.0,7,completed,
1925,1060,2003,34,23,20250305,10,10,50,2,295.82,0.1,532.48,532.48,0,0.0,7,completed,
1926,1060,2004,34,48,20250305,10,10,50,2,39.46,0.15,67.08,67.08,0,0.0,7,completed,
1927,1061,2005,856,252,20250510,7,15,93,2,418.31,0.05,794.79,794.79,0,0.0,1,completed,
1928,1062,2006,785,278,20260208,11,10,155,2,1419.66,0.0,2839.32,2839.32,0,0.0,267,completed,
1929,1063,2007,748,298,20250514,10,6,77,3,282.72,0.2,678.53,678.53,0,0.0,3,completed,
1930,1063,2008,748,43,20250514,10,6,77,2,77.03,0.15,130.95,130.95,0,0.0,3,completed,
1931,1064,2009,931,223,20260201,10,5,136,2,37.35,0.15,63.49,63.49,0,0.0,243,completed,
1932,1065,2010,312,296,20260429,3,6,129,2,346.27,0.2,554.03,554.03,0,0.0,3,completed,
1933,1066,2011,225,255,20260102,6,10,73,3,32.32,0.03,94.05,94.05,1,94.05,272,completed,Wrong item
1934,1067,2012,243,135,20250430,10,6,154,4,479.08,0.2,1533.06,1533.06,0,0.0,10,pending,
1935,1068,2013,161,289,20250819,12,10,232,2,3920.67,0.0,7841.34,0.0,0,0.0,,cancelled,
1936,1069,2014,840,252,20260217,5,2,283,4,415.5,0.2,1329.6,1329.6,0,0.0,5,pending,
1937,1070,2015,697,155,20250425,3,6,109,1,106.77,0.05,101.43,101.43,0,0.0,7,completed,
1938,1070,2016,697,228,20250425,3,6,109,2,3793.53,0.2,6069.65,6069.65,0,0.0,7,completed,
1939,1071,2018,809,108,20260120,3,10,109,2,472.87,0.2,756.59,756.59,0,0.0,11,returned,
1940,1071,2019,809,216,20260120,3,10,109,2,1587.46,0.0,3174.92,3174.92,0,0.0,11,returned,
1941,1072,2020,498,135,20260405,12,15,65,3,462.18,0.03,1344.94,1344.94,0,0.0,243,completed,
1942,1073,2021,759,68,20251228,10,6,116,1,2837.47,0.05,2695.6,2695.6,0,0.0,9,pending,
1943,1073,2022,759,91,20251228,10,6,116,5,65.73,0.0,328.65,328.65,0,0.0,9,pending,
1944,1074,2023,306,90,20250207,2,6,146,5,771.22,0.03,3740.42,3740.42,0,0.0,3,completed,
1945,1074,2024,306,53,20250207,2,6,146,3,798.14,0.0,2394.42,2394.42,0,0.0,3,completed,
1946,1075,2025,218,244,20250406,9,15,153,2,1749.4,0.05,3323.86,3323.86,0,0.0,1,pending,
1947,1076,2026,622,91,20251019,3,2,129,5,67.31,0.0,336.55,336.55,0,0.0,7,returned,
1948,1076,2027,622,228,20251019,3,2,129,4,4320.62,0.2,13825.98,13825.98,0,0.0,7,returned,
1949,1077,2028,256,179,20250130,12,10,156,5,396.78,0.0,1983.9,1983.9,0,0.0,184,completed,
1950,1077,2029,256,109,20250130,12,10,156,1,217.9,0.1,196.11,196.11,0,0.0,184,completed,
1951,1078,2030,709,233,20250523,9,7,76,2,276.64,0.1,497.95,227.0,0,0.0,1,returned,
1952,1079,2031,155,3,20250322,4,6,148,4,595.14,0.15,2023.48,2023.48,0,0.0,5,pending,
1953,1080,2032,713,274,20250417,3,15,147,2,9162.35,0.1,16492.23,16492.23,0,0.0,4,completed,
1954,1080,2033,713,184,20250417,3,15,147,1,999.77,0.05,949.78,949.78,0,0.0,4,completed,
1955,1081,2034,890,245,20250108,3,10,147,5,645.09,0.15,2741.63,2741.63,0,0.0,6,completed,
1956,1082,2035,272,98,20260102,10,10,136,4,12242.36,0.0,48969.44,48969.44,0,0.0,40,completed,
1957,1082,2036,272,22,20260102,10,10,136,3,856.64,0.0,2569.92,2569.92,0,0.0,40,completed,
1958,1083,2037,234,88,20250710,3,15,147,2,793.32,0.05,1507.31,1507.31,0,0.0,4,completed,
1959,1084,2038,160,106,20250717,6,6,150,4,1744.68,0.0,6978.72,6978.72,0,0.0,4,cancelled,
1960,1085,2040,480,60,20250405,10,7,96,4,80.99,0.0,323.96,0.0,0,0.0,37,completed,
1961,1085,2041,480,216,20250405,10,7,96,3,1688.63,0.05,4812.6,0.0,0,0.0,37,completed,
1962,1085,2042,480,144,20250405,10,7,96,2,62.45,0.2,99.92,0.0,0,0.0,37,completed,
1963,1086,2043,9,236,20250504,6,10,267,2,82.56,0.2,132.1,132.1,1,132.1,5,completed,Customer changed mind
1964,1086,2044,9,6,20250504,6,10,267,4,1539.17,0.2,4925.34,4925.34,0,0.0,5,completed,
1965,1087,2046,299,67,20250917,4,6,148,3,1585.97,0.03,4615.17,4615.17,0,0.0,2,completed,
1966,1087,2047,299,275,20250917,4,6,148,1,1514.02,0.03,1468.6,1468.6,0,0.0,2,completed,
1967,1088,2048,937,109,20250928,11,16,303,4,218.68,0.1,787.25,0.0,0,0.0,7,completed,
1968,1089,2049,368,4,20250603,7,2,93,5,2418.31,0.2,9673.24,9673.24,0,0.0,4,completed,
1969,1090,2050,221,105,20251213,3,11,89,2,1309.52,0.1,2357.14,0.0,0,0.0,3,completed,
1970,1091,2051,52,218,20250618,3,9,70,3,1499.7,0.03,4364.13,4364.13,0,0.0,4,completed,
1971,1091,2052,52,114,20250618,3,9,70,2,12091.16,0.1,21764.09,21764.09,0,0.0,4,completed,
1972,1092,2053,762,108,20251101,11,16,137,1,531.27,0.05,504.71,0.0,0,0.0,4,completed,
1973,1092,2054,762,180,20251101,11,16,137,1,3782.04,0.2,3025.63,0.0,0,0.0,4,completed,
1974,1093,2055,597,157,20250603,9,14,95,4,78.75,0.0,315.0,315.0,0,0.0,5,completed,
1975,1094,2056,431,263,20250927,1,10,107,2,233.92,0.15,397.66,397.66,0,0.0,6,completed,
1976,1096,2058,559,138,20251019,4,2,130,3,1956.88,0.2,4696.51,0.0,0,0.0,5,cancelled,
1977,1097,2060,528,256,20250625,1,15,145,4,43.55,0.05,165.49,165.49,0,0.0,6,completed,
1978,1097,2061,528,21,20250625,1,15,145,1,121.97,0.15,103.67,103.67,0,0.0,6,completed,
1979,1097,2062,528,64,20250625,1,15,145,3,31.12,0.0,93.36,93.36,0,0.0,6,completed,
1980,1098,2063,459,110,20260215,3,10,109,5,57.26,0.05,271.99,271.99,0,0.0,7,completed,
1981,1098,2064,459,265,20260215,3,10,109,1,827.71,0.05,786.32,786.32,0,0.0,7,completed,
1982,1099,2065,334,270,20251015,9,15,287,5,119.33,0.2,477.32,477.32,0,0.0,2,returned,
1983,1099,2066,334,114,20251015,9,15,287,2,12794.16,0.03,24820.67,24820.67,0,0.0,2,returned,
1984,1099,2067,334,210,20251015,9,15,287,3,16722.97,0.1,45152.02,45152.02,0,0.0,2,returned,
1985,1100,2068,141,67,20250511,9,2,153,4,1597.31,0.0,6389.24,6389.24,0,0.0,5,returned,
1986,1100,2069,141,241,20250511,9,2,153,4,4914.0,0.03,19066.32,19066.32,0,0.0,5,returned,
1987,1101,2070,98,131,20250418,6,11,150,1,1039.28,0.1,935.35,232.53,0,0.0,11,pending,
1988,1102,2071,500,44,20250420,11,15,117,2,382.91,0.03,742.85,742.85,0,0.0,4,completed,
1989,1102,2072,500,214,20250420,11,15,117,5,384.07,0.0,1920.35,1920.35,0,0.0,4,completed,
1990,1103,2073,851,193,20250121,9,1,135,5,5499.28,0.0,27496.4,13736.0,0,0.0,9,completed,
1991,1103,2074,851,115,20250121,9,1,135,2,838.0,0.2,1340.8,669.81,0,0.0,9,completed,
1992,1104,2075,585,235,20250220,12,2,118,5,207.85,0.05,987.29,987.29,0,0.0,9,returned,
1993,1104,2076,585,264,20250220,12,2,118,5,896.05,0.2,3584.2,3584.2,0,0.0,9,returned,
1994,1105,2077,335,60,20251011,11,10,97,4,83.49,0.0,333.96,333.96,1,333.96,41,completed,Quality issue
1995,1106,2078,278,125,20251118,12,5,205,4,229.27,0.05,871.23,0.0,0,0.0,,cancelled,
1996,1107,2079,312,61,20250721,4,15,148,5,103.15,0.03,500.28,500.28,0,0.0,6,returned,
1997,1107,2080,312,170,20250721,4,15,148,3,1455.76,0.03,4236.26,4236.26,0,0.0,6,returned,
1998,1107,2081,312,252,20250721,4,15,148,5,440.79,0.15,1873.36,1873.36,0,0.0,6,returned,
1999,1107,2082,312,251,20250721,4,15,148,5,242.12,0.1,1089.54,1089.54,0,0.0,6,returned,
2000,1108,2083,457,299,20250520,12,2,138,4,226.39,0.03,878.39,878.39,0,0.0,10,completed,
2001,1109,2084,560,37,20250427,5,15,131,3,303.31,0.15,773.44,773.44,0,0.0,3,completed,
2002,1112,2087,388,15,20251209,9,6,95,1,83.97,0.05,79.77,79.77,0,0.0,2,completed,
2003,1112,2088,388,35,20251209,9,6,95,1,1780.77,0.0,1780.77,1780.77,0,0.0,2,completed,
2004,1112,2089,388,16,20251209,9,6,95,1,43.64,0.05,41.46,41.46,0,0.0,2,completed,
2005,1113,2090,454,132,20250107,4,6,110,3,4610.49,0.1,12448.32,12448.32,0,0.0,180,completed,
2006,1113,2091,454,49,20250107,4,6,110,5,1709.87,0.03,8292.87,8292.87,1,8292.87,180,completed,Late delivery
2007,1113,2092,454,26,20250107,4,6,110,5,1009.54,0.0,5047.7,5047.7,0,0.0,180,completed,
2008,1114,2093,270,160,20251207,1,15,145,4,113.93,0.15,387.36,387.36,0,0.0,2,completed,
2009,1114,2094,270,51,20251207,1,15,145,5,1384.63,0.0,6923.15,6923.15,0,0.0,2,completed,
2010,1115,2095,385,46,20251020,11,8,78,4,89.44,0.15,304.1,108.97,0,0.0,6,completed,
2011,1116,2096,624,102,20250518,11,15,117,2,1253.97,0.1,2257.15,2257.15,0,0.0,7,completed,
2012,1116,2097,624,168,20250518,11,15,117,3,1163.61,0.15,2967.21,2967.2,0,0.0,7,completed,
2013,1116,2098,624,44,20250518,11,15,117,1,384.09,0.05,364.89,364.89,0,0.0,7,completed,
2014,1117,2099,119,242,20250811,9,1,76,1,13623.87,0.03,13215.15,3586.96,0,0.0,122,completed,
2015,1118,2100,309,179,20260423,1,2,87,2,369.09,0.15,627.45,627.45,0,0.0,7,completed,
2016,1119,2101,813,12,20251217,12,9,156,1,313.24,0.2,250.59,250.59,0,0.0,8,returned,
2017,1119,2102,813,165,20251217,12,9,156,3,104.3,0.03,303.51,303.51,0,0.0,8,returned,
2018,1119,2103,813,168,20251217,12,9,156,2,1199.65,0.0,2399.3,2399.31,0,0.0,8,returned,
2019,1120,2104,258,299,20251026,11,10,188,5,227.56,0.15,967.13,0.0,0,0.0,,cancelled,
2020,1120,2105,258,47,20251026,11,10,188,3,52.81,0.03,153.68,0.0,0,0.0,,cancelled,
2021,1120,2106,258,31,20251026,11,10,188,4,53.2,0.03,206.42,0.0,0,0.0,,cancelled,
2022,1120,2107,258,158,20251026,11,10,188,4,35.92,0.03,139.37,0.0,0,0.0,,cancelled,
2023,1121,2108,351,203,20250703,11,10,78,3,167.45,0.0,502.35,502.35,1,502.35,4,completed,Late delivery
2024,1122,2109,54,64,20250824,3,10,147,2,32.09,0.15,54.55,54.55,0,0.0,4,completed,
2025,1122,2110,54,167,20250824,3,10,147,3,219.12,0.15,558.76,558.76,0,0.0,4,completed,
2026,1122,2111,54,136,20250824,3,10,147,1,387.43,0.05,368.06,368.06,0,0.0,4,completed,
2027,1122,2112,54,218,20250824,3,10,147,5,1535.58,0.05,7294.0,7294.0,1,7294.0,4,completed,Late delivery
2028,1123,2113,240,145,20250130,2,15,88,5,5726.23,0.15,24336.48,24336.48,0,0.0,10,completed,
2029,1123,2114,240,155,20250130,2,15,88,5,109.11,0.0,545.55,545.55,1,545.55,10,completed,Quality issue
2030,1124,2115,42,142,20251209,10,6,154,2,69.94,0.03,135.68,135.68,0,0.0,4,completed,
2031,1125,2116,954,230,20250523,10,10,77,2,1283.25,0.0,2566.5,2566.5,0,0.0,7,completed,
2032,1125,2117,954,292,20250523,10,10,77,2,1367.83,0.15,2325.31,2325.31,0,0.0,7,completed,
2033,1126,2118,727,283,20250122,11,1,23,1,197.66,0.1,177.89,0.0,0,0.0,4,cancelled,
2034,1126,2119,727,79,20250122,11,1,23,2,51.38,0.15,87.35,0.0,0,0.0,4,cancelled,
2035,1126,2120,727,255,20250122,11,1,23,3,32.9,0.05,93.76,0.0,0,0.0,4,cancelled,
2036,1127,2121,469,39,20250915,11,9,204,4,492.14,0.03,1909.5,0.0,0,0.0,,cancelled,
2037,1127,2122,469,228,20250915,11,9,204,1,3845.81,0.2,3076.65,0.0,0,0.0,,cancelled,
2038,1128,2123,425,227,20250626,12,15,118,4,519.02,0.03,2013.8,2013.8,0,0.0,3,completed,
2039,1128,2124,425,254,20250626,12,15,118,4,43.86,0.0,175.44,175.44,0,0.0,3,completed,
2040,1128,2125,425,98,20250626,12,15,118,2,12305.53,0.03,23872.73,23872.73,0,0.0,3,completed,
2041,1128,2126,425,94,20250626,12,15,118,5,113.14,0.0,565.7,565.7,0,0.0,3,completed,
2042,1129,2127,62,231,20260314,11,15,155,4,501.21,0.05,1904.6,1904.59,0,0.0,9,pending,
2043,1129,2128,62,190,20260314,11,15,155,5,76.4,0.1,343.8,343.8,0,0.0,9,pending,
2044,1129,2129,62,283,20260314,11,15,155,3,214.63,0.15,547.31,547.31,0,0.0,9,pending,
2045,1130,2130,920,217,20250908,9,6,115,3,1258.25,0.03,3661.51,3661.51,0,0.0,7,completed,
2046,1130,2131,920,131,20250908,9,6,115,3,1034.15,0.15,2637.08,2637.08,0,0.0,7,completed,
2047,1131,2132,35,195,20250304,11,10,97,2,804.9,0.1,1448.82,1448.82,0,0.0,11,completed,
2048,1132,2133,412,13,20250316,10,2,96,5,57.54,0.05,273.31,273.31,0,0.0,5,completed,
2049,1133,2134,834,30,20260325,10,10,257,2,141.85,0.1,255.33,255.33,0,0.0,3,completed,
2050,1134,2135,66,270,20250115,10,2,187,5,109.38,0.1,492.21,492.21,0,0.0,3,completed,
2051,1134,2136,66,209,20250115,10,2,187,5,7545.84,0.2,30183.36,30183.36,0,0.0,3,completed,
2052,1135,2137,283,264,20250322,9,17,270,4,918.17,0.1,3305.41,0.0,0,0.0,8,completed,
2053,1135,2138,283,36,20250322,9,17,270,1,3588.6,0.03,3480.94,0.0,0,0.0,8,completed,
2054,1136,2139,897,253,20260322,12,12,79,4,45.94,0.05,174.57,119.05,0,0.0,9,completed,
2055,1136,2140,897,90,20260322,12,12,79,2,783.59,0.05,1488.82,1015.28,0,0.0,9,completed,
2056,1137,2141,582,254,20260119,3,10,70,4,49.85,0.2,159.52,159.52,0,0.0,6,completed,
2057,1137,2142,582,12,20260119,3,10,70,3,321.8,0.0,965.4,965.4,0,0.0,6,completed,
2058,1138,2143,878,187,20250112,1,10,178,2,68.39,0.0,136.78,0.0,0,0.0,,cancelled,
2059,1139,2144,183,248,20251109,12,16,79,2,406.7,0.0,813.4,0.0,0,0.0,4,completed,
2060,1139,2145,183,36,20251109,12,16,79,3,3475.27,0.1,9383.23,0.0,0,0.0,4,completed,
2061,1140,2146,197,172,20250915,4,15,148,4,174.37,0.05,662.61,662.61,1,662.61,1,completed,Customer changed mind
2062,1140,2147,197,89,20250915,4,15,148,2,503.01,0.03,975.84,975.84,0,0.0,1,completed,
2063,1141,2148,412,190,20251214,10,10,96,5,72.95,0.1,328.28,328.28,1,328.28,6,completed,Wrong item
2064,1141,2149,412,247,20251214,10,10,96,4,282.69,0.03,1096.84,1096.83,0,0.0,6,completed,
2065,1142,2150,202,81,20260113,12,16,79,2,8764.77,0.05,16653.06,11593.91,0,0.0,8,completed,
2066,1142,2151,202,187,20260113,12,16,79,3,69.52,0.05,198.13,137.94,0,0.0,8,completed,
2067,1142,2152,202,287,20260113,12,16,79,1,59.93,0.15,50.94,35.46,0,0.0,8,completed,
2068,1143,2153,586,137,20250914,11,6,23,3,1132.2,0.03,3294.7,3294.7,0,0.0,3,pending,
2069,1143,2154,586,4,20250914,11,6,23,4,2246.62,0.05,8537.16,8537.16,0,0.0,3,pending,
2070,1143,2155,586,236,20250914,11,6,23,3,78.77,0.03,229.22,229.22,0,0.0,3,pending,
2071,1144,2156,624,107,20250930,7,6,93,5,117.14,0.2,468.56,468.56,0,0.0,4,completed,
2072,1144,2157,624,24,20250930,7,6,93,5,834.91,0.03,4049.31,4049.31,0,0.0,4,completed,
2073,1145,2158,609,124,20250410,10,2,136,5,101.33,0.2,405.32,405.32,0,0.0,8,returned,
2074,1146,2159,536,91,20260401,3,6,109,1,71.22,0.15,60.54,60.54,1,60.54,3,completed,Customer changed mind
2075,1147,2160,75,37,20250820,4,2,17,5,292.31,0.0,1461.55,1461.55,0,0.0,5,completed,
2076,1148,2161,827,284,20250921,10,2,116,5,111.99,0.15,475.96,475.96,0,0.0,4,completed,
2077,1148,2162,827,49,20250921,10,2,116,2,1745.57,0.0,3491.14,3491.14,0,0.0,4,completed,
2078,1149,2163,762,279,20251211,4,2,90,5,380.58,0.05,1807.75,1807.75,0,0.0,8,completed,
2079,1150,2164,759,69,20250308,10,6,216,4,428.63,0.15,1457.34,1457.34,1,1457.34,9,returned,Customer changed mind
2080,1150,2165,759,15,20250308,10,6,216,1,85.16,0.03,82.61,82.61,0,0.0,9,returned,
2081,1150,2166,759,17,20250308,10,6,216,5,8239.77,0.03,39962.88,39962.88,0,0.0,9,returned,
2082,1150,2167,759,147,20250308,10,6,216,5,1751.2,0.0,8756.0,8756.0,0,0.0,9,returned,
2083,1151,2168,402,259,20251219,19,6,207,2,221.59,0.05,421.02,421.02,0,0.0,3,completed,
2084,1152,2169,916,254,20250602,9,9,215,3,49.58,0.1,133.87,38.07,0,0.0,8,completed,
2085,1153,2170,464,213,20251230,3,2,70,5,687.5,0.05,3265.62,3265.62,0,0.0,8,completed,
2086,1153,2171,464,114,20251230,3,2,70,1,12919.17,0.1,11627.25,11627.25,0,0.0,8,completed,
2087,1153,2172,464,96,20251230,3,2,70,2,101.08,0.15,171.84,171.84,0,0.0,8,completed,
2088,1154,2173,740,71,20250403,10,15,154,5,194.66,0.03,944.1,944.1,0,0.0,4,completed,
2089,1155,2174,652,212,20251122,3,2,251,4,2781.32,0.0,11125.28,11125.28,0,0.0,6,completed,
2090,1155,2175,652,200,20251122,3,2,251,4,742.39,0.0,2969.56,2969.56,0,0.0,6,completed,
2091,1155,2176,652,247,20251122,3,2,251,3,279.37,0.1,754.3,754.3,0,0.0,6,completed,
2092,1156,2177,890,170,20250125,10,6,50,2,1427.92,0.0,2855.84,2855.84,0,0.0,10,completed,
2093,1156,2178,890,119,20250125,10,6,50,5,96.55,0.1,434.48,434.48,0,0.0,10,completed,
2094,1156,2179,890,103,20250125,10,6,50,4,427.74,0.03,1659.63,1659.63,0,0.0,10,completed,
2095,1157,2180,815,284,20260503,10,11,136,5,117.68,0.1,529.56,0.0,0,0.0,4,completed,
2096,1157,2181,815,260,20260503,10,11,136,2,1263.33,0.03,2450.86,0.0,0,0.0,4,completed,
2097,1157,2182,815,167,20260503,10,11,136,4,231.7,0.15,787.78,0.0,1,787.78,4,completed,Late delivery
2098,1157,2183,815,163,20260503,10,11,136,2,745.92,0.1,1342.66,0.0,0,0.0,4,completed,
2099,1158,2184,531,170,20250128,6,2,73,2,1520.09,0.0,3040.18,3040.18,0,0.0,5,completed,
2100,1159,2185,661,120,20250414,10,2,96,1,308.92,0.2,247.14,247.14,1,247.14,7,cancelled,Customer changed mind
2101,1160,2186,709,136,20250831,13,1,157,3,424.21,0.2,1018.1,1018.1,0,0.0,6,completed,
2102,1160,2187,709,292,20250831,13,1,157,5,1362.86,0.03,6609.87,6609.87,0,0.0,6,completed,
2103,1161,2188,54,281,20250715,11,15,39,3,619.65,0.2,1487.16,1487.16,0,0.0,5,pending,
2104,1162,2189,413,269,20250911,1,2,145,5,30.13,0.05,143.12,143.12,0,0.0,4,completed,
2105,1162,2190,413,8,20250911,1,2,145,3,408.08,0.03,1187.51,1187.51,0,0.0,4,completed,
2106,1163,2191,334,162,20250226,2,10,69,1,18087.41,0.15,15374.3,15374.3,0,0.0,8,completed,
2107,1164,2192,896,254,20250702,11,2,51,1,47.66,0.0,47.66,47.66,1,47.66,6,completed,Late delivery
2108,1164,2193,896,221,20250702,11,2,51,4,71.08,0.15,241.67,241.67,0,0.0,6,completed,
2109,1165,2194,387,123,20260210,3,2,89,3,231.95,0.2,556.68,556.68,0,0.0,295,completed,
2110,1166,2195,769,266,20251201,3,11,210,2,1962.02,0.05,3727.84,0.0,0,0.0,9,returned,
2111,1167,2196,22,6,20250203,3,6,89,3,1560.99,0.2,3746.38,3746.38,0,0.0,7,completed,
2112,1167,2197,22,164,20250203,3,6,89,2,4340.62,0.0,8681.24,8681.23,0,0.0,7,completed,
2113,1167,2198,22,14,20250203,3,6,89,2,69.02,0.05,131.14,131.14,0,0.0,7,completed,
2114,1167,2199,22,95,20250203,3,6,89,4,62.93,0.0,251.72,251.72,0,0.0,7,completed,
2115,1168,2200,40,44,20250707,4,10,252,5,414.82,0.03,2011.88,7249.72,0,0.0,1,completed,
2116,1168,2202,40,2,20250707,4,10,252,5,7716.07,0.2,30864.28,111218.01,0,0.0,1,completed,
2117,1169,2203,830,111,20260801,1,16,68,1,21.42,0.1,19.28,0.0,0,0.0,64,completed,
2118,1170,2204,530,14,20260114,9,10,202,4,70.11,0.15,238.37,0.0,0,0.0,,cancelled,
2119,1171,2205,633,121,20250120,11,10,117,5,823.02,0.1,3703.59,3703.59,0,0.0,4,completed,
2120,1171,2206,633,221,20250120,11,10,117,3,67.16,0.1,181.33,181.33,0,0.0,4,completed,
2121,1172,2207,416,80,20250112,8,10,94,1,79.38,0.05,75.41,75.41,0,0.0,4,completed,
2122,1173,2208,182,268,20250801,3,6,147,4,423.44,0.0,1693.76,1693.76,1,1693.76,8,completed,Wrong item
2123,1174,2209,940,216,20260415,11,15,155,3,1668.76,0.2,4005.02,4005.02,0,0.0,6,completed,
2124,1174,2210,940,40,20260415,11,15,155,1,1406.64,0.15,1195.64,1195.64,0,0.0,6,completed,
2125,1174,2211,940,243,20260415,11,15,155,4,1291.34,0.05,4907.09,4907.09,0,0.0,6,completed,
2126,1175,2212,350,22,20250604,3,2,281,2,829.71,0.15,1410.51,1410.51,0,0.0,63,completed,
2127,1175,2213,350,143,20250604,3,2,281,4,32.49,0.05,123.46,123.46,0,0.0,63,completed,
2128,1175,2214,350,296,20250604,3,2,281,1,336.06,0.15,285.65,285.65,0,0.0,63,completed,
2129,1175,2215,350,64,20250604,3,2,281,2,32.09,0.2,51.34,51.34,0,0.0,63,completed,
2130,1176,2216,428,169,20250421,10,14,77,3,1557.21,0.03,4531.48,0.0,0,0.0,6,pending,
2131,1176,2217,428,175,20250421,10,14,77,5,64.38,0.0,321.9,0.0,0,0.0,6,pending,
2132,1177,2218,611,193,20250110,3,10,166,1,5805.6,0.05,5515.32,5515.32,0,0.0,267,completed,
2133,1177,2219,611,107,20250110,3,10,166,2,120.42,0.15,204.71,204.71,1,204.71,267,completed,Damaged product
2134,1178,2220,492,79,20250321,5,2,266,5,49.28,0.1,221.76,221.76,1,221.76,2,completed,Wrong item
2135,1178,2221,492,90,20250321,5,2,266,5,776.97,0.15,3302.12,3302.13,0,0.0,2,completed,
2136,1178,2222,492,187,20250321,5,2,266,2,69.76,0.03,135.33,135.33,0,0.0,2,completed,
2137,1179,2223,396,18,20250906,1,2,293,5,14662.1,0.2,58648.4,58648.4,0,0.0,4,completed,
2138,1179,2224,396,145,20250906,1,2,293,5,5693.72,0.05,27045.17,27045.17,0,0.0,4,completed,
2139,1179,2225,396,209,20250906,1,2,293,5,8201.1,0.2,32804.4,32804.4,0,0.0,4,completed,
2140,1180,2226,224,6,20251025,11,6,155,4,1451.28,0.0,5805.12,5805.12,0,0.0,2,completed,
2141,1180,2227,224,70,20251025,11,6,155,2,1061.81,0.05,2017.44,2017.44,0,0.0,2,completed,
2142,1180,2228,224,45,20251025,11,6,155,1,184.0,0.03,178.48,178.48,0,0.0,2,completed,
2143,1181,2229,44,220,20250330,11,11,97,4,247.82,0.2,793.02,0.0,0,0.0,3,completed,
2144,1182,2230,966,266,20260508,15,5,82,1,1919.25,0.05,1823.29,0.0,1,1823.29,9,completed,Damaged product
2145,1182,2231,966,251,20260508,15,5,82,3,249.4,0.2,598.56,0.0,0,0.0,9,completed,
2146,1183,2232,43,35,20251114,3,2,109,5,1692.7,0.2,6770.8,6770.8,0,0.0,5,returned,
2147,1183,2233,43,21,20251114,3,2,109,5,112.32,0.1,505.44,505.44,0,0.0,5,returned,
2148,1183,2234,43,221,20251114,3,2,109,1,68.68,0.05,65.25,65.25,0,0.0,5,returned,
2149,1183,2235,43,192,20251114,3,2,109,4,96.94,0.0,387.76,387.76,0,0.0,5,returned,
2150,1184,2236,350,36,20250204,1,10,279,1,3644.11,0.1,3279.7,3279.7,0,0.0,8,completed,
2151,1184,2237,350,160,20250204,1,10,279,4,114.0,0.1,410.4,410.4,0,0.0,8,completed,
2152,1184,2238,350,173,20250204,1,10,279,3,209.27,0.15,533.64,533.64,0,0.0,8,completed,
2153,1185,2239,798,299,20250705,3,6,129,4,233.97,0.1,842.29,842.29,1,842.29,5,completed,Wrong item
2154,1186,2240,754,62,20260414,10,2,96,2,46.22,0.0,92.44,92.44,1,92.44,8,completed,Late delivery
2155,1187,2241,693,210,20250223,11,10,137,3,15505.37,0.0,46516.11,46516.11,0,0.0,7,completed,
2156,1188,2242,324,225,20250401,3,2,129,5,6533.09,0.0,32665.45,32665.45,0,0.0,8,completed,
2157,1189,2243,695,45,20250320,11,2,117,1,207.72,0.0,207.72,207.72,0,0.0,7,completed,
2158,1189,2244,695,213,20250320,11,2,117,1,693.99,0.0,693.99,693.99,1,693.99,7,completed,Customer changed mind
2159,1189,2245,695,157,20250320,11,2,117,3,73.27,0.05,208.82,208.82,0,0.0,7,completed,
2160,1190,2246,777,269,20250729,10,2,136,3,32.1,0.0,96.3,96.3,0,0.0,9,returned,
2161,1190,2247,777,277,20250729,10,2,136,3,284.48,0.15,725.42,725.42,0,0.0,9,returned,
2162,1191,2248,147,65,20250103,3,9,70,5,8480.85,0.0,42404.25,42404.25,0,0.0,59,completed,
2163,1191,2249,147,160,20250103,3,9,70,3,115.13,0.2,276.31,276.31,0,0.0,59,completed,
2164,1192,2250,922,260,20250215,4,6,71,5,1317.5,0.15,5599.38,5599.38,0,0.0,3,completed,
2165,1193,2251,896,93,20260509,5,10,111,4,45.11,0.1,162.4,162.4,1,162.4,9,completed,Wrong item
2166,1194,2252,139,61,20250519,11,15,78,4,105.41,0.1,379.48,379.48,0,0.0,4,returned,
2167,1194,2253,139,259,20250519,11,15,78,5,227.28,0.1,1022.76,1022.76,1,1022.76,4,returned,Quality issue
2168,1194,2254,139,26,20250519,11,15,78,3,1024.51,0.05,2919.85,2919.85,0,0.0,4,returned,
2169,1195,2255,58,153,20251225,11,2,137,2,1904.61,0.2,3047.38,3047.38,0,0.0,4,completed,
